tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,class
-0.056237,-4940.9544,2.6900000000000002e-21,0.98521,-4255.1858,-155179.4643,-12091.5242,0.0076648,-0.0084723,-342090.2731,-8531.7035,0.015499,-5800.1924,-287077.2453,-210180.4673,-0.0129,0.0,-407063.4245,81.0059,0.028956,19.7567,1.0600000000000001e-21,0.0035388,0.012978,1.0267,0.056237,-3.790000000000001e-21,0.030328,0.0032617,0.0084425,-5073.1728,-0.015499,-0.4053,1115430.061,1.2101,0.27262,0.19759,0.21045,-1.4006,0.31546,3.3099,0.19762,-1.7582,-0.55041,0.31139,1.0
-0.052469,-4715.042,6.39e-22,1.0494,-4074.5835,-156535.9628,-11430.3858,0.0074862,-0.0070683,-336078.9077,-7423.8905,0.014425,-5680.4284,-284419.0425,-215250.2491,-0.013446,-1.53e-23,-394805.8414,97.1947,0.033438,14.8576,3.19e-22,0.0036331,0.012137,1.0171,0.052469,2.96e-20,0.024777,0.0032408,0.0085117,-4919.3506,-0.014425,-0.39154,1474142.212,1.2015,0.64756,0.49698,0.42486,-1.4385,0.34615,3.0958,0.23857,-1.7303,-0.20719,0.33151,1.0
-0.90092,-2900.9677,1.24e-20,829.8901,-2364.0502,-51227.2636,-3989.2626,0.32668,-0.52768,-254124.1931,-7490.0794,0.74376,-3299.3485,-143121.4151,-82513.2711,-0.69018,-4.02e-21,-289594.8402,3.6894,0.17046,426.2832,-5.29e-20,0.22983,0.72826,1084.1359,0.91244,-1.27e-19,0.89585,0.2258,0.53932,-3248.6816,-0.74558,2.2098,2198559.852,1.2964,-1.5733,-0.037773,0.8968,1.1675,0.25226,2.5756,0.21923,-2.224,-0.75228,0.44123,1.0
-0.90946,-2738.403,-2.94e-20,791.963,-2294.9196,-48990.0529,-4294.2497,0.32804,-0.54335,-254660.4109,-7764.6075,0.73004,-3137.6885,-142237.5117,-79936.2223,-0.70399,1.9600000000000003e-21,-300548.9093,3.5196,0.19166,303.0501,2.57e-20,0.22044,0.78405,1094.6461,0.88991,8.79e-20,0.88244,0.22806,0.50307,-3069.7434,-0.7836,1.4802,1864392.371,1.2759,-1.4586,-0.10917,1.3409,1.1215,0.30507,1.825,0.17932,-1.9145,-0.87935,0.32698,1.0
-0.68096,-2571.0542,1.17e-20,922.2581,-2114.5639,-48883.5091,-5439.753,0.28835,-0.61122,-252612.6532,-6271.4245,0.92035,-3298.0146,-146762.1823,-81597.3277,-0.86789,-3.1200000000000004e-21,-296408.2011,10.8947,0.15411,285.7316,2.98e-20,0.2557,0.90593,1325.197,0.71176,-1.82e-19,0.76746,0.27556,0.59324,-2982.7331,-0.88174,1.3793,2270097.718,1.2303,-0.44386,0.28906,2.02,1.0005,0.25594,2.9311,0.21463,-1.1078,-0.83322,0.26927,1.0
-0.5741,-3630.4224,4.53e-20,1425.0798,-3121.5573,-54006.1096,-11359.7078,0.37685,-0.49189,-159643.8703,-10021.1676,0.99474,-4277.1401,-100040.8554,-66053.7997,-0.57711,-3.3e-21,-235476.038,92.8058,0.272,391.3755,4.4e-21,0.34191,0.6062,861.9814,0.55203,-5.46e-20,1.0467,0.18681,0.49439,-3800.6355,-0.91317,-0.099732,1357371.539,1.3665,-4.9563,-0.90121,-0.40403,0.34529,0.32878,-0.98526,0.15071,-1.5772,-0.26338,0.32512,1.0
-0.5787,-3504.9009,-1.94e-19,1677.1929,-3107.794,-52104.0121,-12125.6944,0.40771,-0.59067,-154752.2573,-9559.0356,0.95758,-4090.8784,-93160.8946,-61018.7748,-0.6357,8.56e-21,-218783.7836,4.0821,0.24517,428.426,-9.510000000000002e-21,0.40279,0.61611,1071.5311,0.57085,-3.83e-20,1.0207,0.21579,0.55032,-3722.8548,-0.94652,-0.22312,955046.4535,1.3633,-4.742,-0.71593,-0.11338,-0.08269,0.37407,-0.75193,0.15186,-1.6758,-0.085573,0.39823,1.0
-0.62498,-3552.3314,1.19e-19,1276.329,-3018.5459,-52538.655,-8899.6659,0.37259,-0.49457,-161024.8764,-9836.8146,0.90615,-4114.4411,-99257.1666,-66995.8647,-0.66342,6.350000000000001e-21,-215455.6025,44.4396,0.26376,244.0813,8.59e-21,0.31248,0.62086,944.2617,0.74269,1.21e-20,1.0367,0.20177,0.48103,-3757.4271,-0.92337,0.7287,1714462.33,1.3476,-4.9157,-0.94131,0.1205,0.84135,0.26472,-2.1551,0.12591,-1.3842,-0.34678,0.26575,1.0
-0.047294,-3675.4048,-1.43e-20,83.068,-3409.3172,-100090.2192,-7737.0635,0.032876,-0.081219,-280494.2009,-9753.0461,0.13027,-3375.467,-200024.876,-137617.5939,-0.10277,-3.25e-23,-311525.0629,7.0835,0.096333,11.6085,-2.2e-22,0.04371,0.11325,64.0515,0.060942,-5.61e-20,0.10967,0.03372,0.077998,-3300.877,-0.13137,2.7,1675916.155,1.2891,-3.5309,-0.028535,2.0096,0.89633,0.28053,-0.28259,0.16696,-0.62822,0.48268,0.28904,1.0
-0.12134,-3643.6602,0.0,69.2082,-3379.3665,-102458.3573,-9205.8883,0.039397,-0.13278,-280530.4713,-9562.1277,0.17968,-3684.7573,-200864.2521,-140326.2426,-0.15235,-1.9e-21,-307002.5145,26.7293,0.098461,23.4948,1.6700000000000002e-21,0.040893,0.15316,58.498,0.112,6.0700000000000005e-21,0.17074,0.033478,0.11192,-3312.1363,-0.18008,2.8563,1585178.976,1.2996,-4.0145,0.17786,1.2725,0.49398,0.38222,0.28409,0.15116,-1.3619,0.47151,0.46006,1.0
-0.11796,-3722.5451,4.09e-21,151.2201,-3358.3475,-88303.7021,-7518.2732,0.055307,-0.14653,-275266.9764,-10074.7273,0.29146,-3687.1798,-183693.7471,-124256.4814,-0.22767,3.4900000000000005e-21,-310750.3119,8.9582,0.1394,15.9252,-2.82e-21,0.065745,0.22314,135.6668,0.1282,3.94e-20,0.2543,0.055105,0.15678,-3300.9391,-0.27469,1.5701,1577201.586,1.2995,-3.9656,0.23371,1.8611,0.82009,0.32445,0.51097,0.14466,-0.87028,-0.032642,0.33975,1.0
-0.66566,-3539.3296,-2.16e-20,584.8508,-3054.5082,-75973.6401,-4693.0468,0.23152,-0.17306,-211275.623,-9151.3039,0.36759,-3626.6955,-168359.3499,-109834.9059,-0.28135,2.08e-21,-240484.6245,17.4663,0.25494,147.9848,-7.580000000000001e-21,0.15423,0.26405,298.7329,0.6156,-2.43e-20,0.59338,0.087389,0.15902,-3373.81,-0.36506,1.0353,1570546.777,1.2205,-2.3516,0.67992,1.4234,-0.066652,0.43535,-0.078299,0.17389,-2.4871,-0.18654,0.31842,1.0
-0.47403,-3445.1453,1.32e-20,396.1832,-3025.066,-71273.7894,-5307.318,0.18018,-0.21614,-193053.288,-8801.5382,0.40286,-3823.2041,-160611.2643,-103573.6722,-0.28043,-2.4e-21,-220481.9505,28.9463,0.2167,97.1334,-3.410000000000001e-21,0.12099,0.27705,334.5486,0.48682,-9.1e-21,0.53765,0.095029,0.20173,-3472.8059,-0.34494,0.81197,1176664.785,1.3385,-2.903,1.0177,0.96509,0.35843,0.42078,0.00043904,0.15597,-2.4089,0.21137,0.41844,1.0
-0.60785,-3552.2105,8.24e-20,1033.0567,-2985.7412,-62181.1748,-4201.6868,0.31119,-0.34046,-174774.9577,-9459.5711,0.67066,-4185.7547,-147796.4278,-93223.6347,-0.51536,-2.8100000000000003e-21,-201179.679,38.5272,0.27344,117.2516,-5.990000000000001e-21,0.24817,0.56243,713.9922,0.6314,2.57e-20,0.84725,0.16316,0.34296,-3836.4166,-0.65203,1.2158,1368153.719,1.231,-2.7547,0.37187,2.0997,-0.32791,0.33224,-1.3452,0.15459,-1.7157,-0.25121,0.29725,1.0
-1.0095,-3504.5051,-3.14e-20,267.2064,-3113.4449,-90845.3249,-5522.1905,0.23414,-0.13767,-221547.2606,-3855.9528,0.3782,-3794.1053,-187697.9558,-135992.7986,-0.26158,-1.04e-21,-279918.9632,93.7094,0.13875,467.5529,-2.98e-20,0.092816,0.26555,130.0,1.0095,-2.43e-20,0.6003,0.052988,0.13932,-3447.6463,-0.3782,-0.75064,1519170.428,1.3904,-1.9589,-0.36571,-1.3061,1.1305,0.21652,1.7034,0.2033,-0.8771,-2.75,0.28092,1.0
-0.5789,-3420.5892,4.15e-20,156.1393,-3147.4035,-97107.041,-6071.2201,0.13653,-0.075496,-203081.9142,-4285.4958,0.2705,-3183.887,-182878.0582,-142667.0309,-0.15657,5.350000000000001e-21,-255395.2117,59.8917,0.11005,266.3551,-1.87e-20,0.0662,0.14788,97.2964,0.5789,1.49e-19,0.39985,0.043926,0.084045,-2871.2543,-0.2705,-0.79397,1708053.675,1.4384,-1.7192,0.21207,-1.6696,1.0245,0.19817,2.1992,0.17858,-0.43298,-2.9423,0.28786,1.0
-0.737,-3731.425,-8.770000000000001e-21,189.3522,-3265.3343,-92927.8933,-5896.6916,0.19246,-0.089684,-230246.5981,-4281.3632,0.23897,-4244.1033,-195759.081,-138086.8069,-0.1424,4.74e-22,-284265.709,50.6971,0.13836,395.227,-6.3e-21,0.07334,0.15838,88.5399,0.737,-7.28e-20,0.40734,0.041089,0.088499,-3857.7818,-0.23897,-0.45843,1056468.366,1.3059,-0.84534,0.27321,-1.646,0.82109,0.24411,1.6752,0.18603,-0.9849,-2.7297,0.3061,1.0
-0.64937,-3708.8559,1.1e-21,90.5253,-3175.9953,-116338.2757,-2938.5301,0.1064,-0.078354,-246383.0119,-7063.0983,0.15295,-4033.0621,-222738.5753,-167044.202,-0.095036,-2.8400000000000003e-21,-287882.0663,104.2234,0.058365,328.4709,-2.29e-21,0.046632,0.11345,31.4885,0.62327,1.97e-20,0.35651,0.022692,0.090418,-3537.0369,-0.16253,2.8696,1913246.785,1.1903,-0.63173,-0.15158,0.50863,-0.80811,0.39246,3.4838,0.21804,-2.4242,-0.13343,0.32402,1.0
-0.34916,-3598.4705,-1.39e-20,98.8412,-3216.0223,-106135.7795,-2943.0713,0.072787,-0.053569,-264820.9542,-6944.3549,0.18385,-3623.7947,-233642.7284,-161731.333,-0.10752,-3.95e-21,-309618.0277,70.6899,0.042719,209.0852,-4.0500000000000005e-21,0.050264,0.10906,56.7789,0.36903,1.21e-20,0.2539,0.031666,0.058747,-3210.9083,-0.18892,2.562,1845205.738,1.2439,-0.93618,0.67587,0.57314,-0.24752,0.22962,3.8835,0.24265,-1.641,-0.79978,0.2319,1.0
-0.51468,-3519.321,3.65e-22,159.6796,-3176.8559,-108138.6791,-5131.8304,0.10607,-0.050084,-241442.5866,-8948.877,0.20984,-3620.1464,-225413.6036,-164423.1746,-0.12086,2.2200000000000002e-21,-282103.2172,80.8587,0.10834,366.7097,-3.83e-21,0.065988,0.11243,64.3152,0.47411,-1.82e-19,0.32779,0.033958,0.060693,-3348.2983,-0.20344,2.2512,1454283.087,1.2579,-1.9598,0.90192,0.449,-1.2419,0.31691,3.0587,0.19747,-2.3853,-0.87328,0.35701,1.0
-1.248,-4174.2017,-1.07e-19,1193.5874,-3528.3925,-52303.0421,-14104.2574,0.55129,-0.43137,-159911.7096,-9474.2892,0.61913,-5228.1126,-98612.0366,-68940.3679,-0.40655,3.06e-22,-250292.3512,86.9555,0.2766,254.8949,-4.53e-20,0.2748,0.41605,640.5706,1.248,-5.74e-20,1.1305,0.14604,0.43551,-4509.6364,-0.61913,-1.694,2129020.833,1.4073,-2.4629,-1.6357,0.75361,-0.46087,0.19805,-0.45532,0.19703,-1.0496,-1.2236,0.22414,1.0
-1.2474,-3742.7644,1.09e-19,1823.1849,-3233.2317,-34974.4041,-14814.9338,0.70272,-0.81109,-132720.0147,-10135.7551,0.83754,-5189.8439,-69433.8529,-40255.6025,-0.58579,-3.95e-21,-209321.5286,94.162,0.26242,765.5515,-3.44e-20,0.41372,0.59484,872.6383,1.2474,-1.46e-19,1.3766,0.19527,0.82797,-4391.0744,-0.83754,-2.1238,1093636.756,1.419,-1.807,-2.2336,0.32776,-0.22022,0.25251,-1.5647,0.113,-2.0437,-1.0497,0.29466,1.0
-1.1923,-4239.3816,-8.41e-19,1681.4718,-3541.5868,-28756.5184,-14296.4258,0.90567,-1.0996,-110641.2811,-10796.287,1.3528,-5697.6981,-53160.3657,-29486.6516,-0.91233,9.18e-22,-198571.8127,93.0151,0.26858,434.7978,-3.17e-21,0.60613,0.96474,1432.8793,1.1923,-6.98e-20,1.611,0.31215,1.1116,-4761.0835,-1.3528,-3.2476,725111.0477,1.4319,-2.4809,-1.6182,0.117,0.27789,0.37863,-1.1452,0.088559,-1.5582,-1.0085,0.28032,1.0
-0.73986,-2483.918,-2.92e-20,806.3938,-1986.8735,-60186.0714,-2592.9259,0.23726,-0.39275,-208259.7603,-1476.2657,0.80713,-3137.5314,-172626.9846,-100849.6204,-0.71662,1.05e-20,-223124.59,3.2253,0.088883,136.1952,-1.34e-20,0.22862,0.76523,967.1017,0.80368,-1.46e-19,0.78503,0.21341,0.40613,-2899.8333,-0.84538,1.2545,1318880.945,1.2715,-1.3309,0.66502,2.8688,0.095647,0.21359,1.109,0.14818,-1.3887,-0.13379,0.18648,1.0
-0.7933,-2266.4184,-2.05e-20,791.5156,-1837.9867,-63677.1506,-1388.0083,0.27287,-0.32919,-204128.9332,-573.92,0.80083,-2641.0425,-167876.3107,-100706.5203,-0.64671,2.74e-20,-219958.5657,3.1318,0.062429,142.83,-4.86e-20,0.21289,0.57269,763.5602,0.80464,-2.43e-20,0.77595,0.17183,0.33005,-2416.9992,-0.77865,2.1169,1441857.036,1.2269,-1.9296,0.98188,2.9268,-0.14341,0.2612,2.261,0.15891,-0.88537,0.23046,0.22835,1.0
-0.85653,-2184.3587,-9.5e-21,678.4081,-1753.8946,-62656.1333,-1969.2119,0.22817,-0.47304,-201332.7834,-963.455,0.92243,-2537.2858,-165684.5948,-100326.0375,-0.85117,7.1e-21,-217598.8483,5.0628,0.049911,239.5298,-6.170000000000001e-21,0.19253,0.77232,834.6083,0.8612,0.0,0.78095,0.19179,0.4803,-2370.6299,-0.7656,1.7316,1626588.093,1.232,-1.5456,1.1952,2.7405,-0.64791,0.41124,1.6273,0.1788,-0.18083,-0.080786,0.30768,1.0
-0.7333,-1422.3522,7.96e-20,1316.3388,-1180.5764,-64930.2078,-2484.2909,0.37077,-0.35582,-141967.3603,-2674.5317,0.67172,-1788.5776,-93162.5711,-69344.5249,-0.41849,-8.56e-22,-206289.0955,2.8564,0.14218,517.7823,4.76e-20,0.29596,0.41088,717.6675,0.79458,5.82e-19,1.0094,0.15657,0.36594,-1548.9113,-0.68139,0.19571,1365984.163,1.1932,-1.2975,-0.79059,0.82301,-0.060217,0.21335,-0.38183,0.18462,-0.97002,0.96206,0.29912,0.0
-0.93962,-1910.4274,3.51e-20,1332.2779,-1432.7818,-59649.6933,-3346.9331,0.4825,-0.38771,-139039.8711,-5426.3098,0.66522,-2110.4077,-90568.1863,-67013.506,-0.41083,2.36e-21,-183246.9144,2.9546,0.22592,573.8233,-3.58e-20,0.30567,0.42479,747.7987,0.92852,-3.15e-19,1.0011,0.16097,0.4277,-1947.7457,-0.71075,-0.5243,1873549.705,1.2055,-0.94184,-0.41365,0.50684,-0.28874,0.14052,-1.4081,0.16412,-0.95351,0.013505,0.13815,0.0
-0.89267,-1698.5832,1.17e-19,1195.415,-1401.7418,-65329.911,-3067.0011,0.4565,-0.43876,-140088.9066,-5440.1714,0.71945,-1631.1332,-91910.1415,-68691.307,-0.42903,3.21e-22,-201958.2192,3.3665,0.18642,665.0398,2.52e-20,0.28234,0.44921,568.9142,0.91027,-8.25e-19,1.0697,0.13596,0.48081,-1937.1138,-0.75924,-0.46706,1889767.693,1.1782,-0.79648,-0.74166,0.54446,-0.31949,0.23832,-0.54844,0.14838,-0.71341,0.47293,0.2314,0.0
-1.0678,-3002.6332,2.41e-20,1096.5848,-2552.8343,-62043.8091,-2338.2355,0.41868,-0.26188,-207135.1587,-9321.2376,0.71662,-4015.9057,-180362.0301,-111238.3163,-0.52033,3.3e-21,-219090.4233,3.1501,0.19689,455.9337,4.33e-20,0.26383,0.5285,944.4053,1.0493,4.85e-20,0.93197,0.19097,0.27869,-3577.1059,-0.72215,0.64254,1844372.255,1.3785,-1.2881,1.0173,1.29,0.84782,0.20121,2.044,0.19371,-0.45698,-0.97825,0.18905,1.0
-1.0884,-2905.1703,-3.51e-20,1103.611,-2404.0607,-58550.1993,-2107.9539,0.44095,-0.39627,-205049.1182,-8751.9857,0.79464,-3937.5681,-173078.0224,-103078.7288,-0.56883,-2.04e-20,-227731.7419,6.557,0.18813,490.2328,2.04e-20,0.27169,0.627,1072.9083,1.1181,-3.18e-19,0.95171,0.21129,0.33968,-3460.0606,-0.89262,0.17972,1568030.885,1.1746,-0.86772,0.92639,1.1198,0.90474,0.32851,3.0053,0.2151,-0.22431,-0.72253,0.32544,1.0
-1.2337,-2627.0064,-5.44e-20,981.3374,-2134.6371,-69441.8258,-2556.3016,0.42314,-0.28396,-197562.1521,-8118.2441,0.70104,-3596.0184,-170201.0611,-108572.8949,-0.51468,-6.910000000000001e-21,-213366.835,6.2589,0.21593,434.1894,-1.2300000000000002e-21,0.23963,0.51819,667.0061,1.2911,-5.76e-19,0.97046,0.15429,0.307,-3205.4324,-0.74132,0.93631,1626033.776,1.1772,-1.2697,0.61503,1.6108,0.56257,0.2585,1.5723,0.18011,-0.78969,-1.059,0.25667,1.0
-0.89002,-2208.9488,4.68e-20,1045.8709,-1780.2531,-64599.7324,-2982.2689,0.37085,-0.31523,-217374.5685,-8602.3795,0.6068,-3237.7401,-149356.9512,-98404.3435,-0.45887,9.790000000000001e-21,-228076.547,5.854,0.19445,439.5268,-1.01e-19,0.24225,0.44985,705.8096,0.91557,-2.91e-19,0.90978,0.15741,0.33202,-2785.9626,-0.63483,2.7585,1723421.927,1.3317,-1.965,-0.24741,0.98786,0.9787,0.24296,-0.025471,0.12578,-1.6083,-2.5557,0.27546,0.0
-0.86634,-1885.5237,2.24e-19,1187.0782,-1526.9906,-54525.591,-2890.6484,0.36914,-0.48783,-201387.485,-8121.2064,0.62665,-3041.9832,-145697.3888,-84926.3375,-0.57161,-1.71e-20,-208304.1217,4.4909,0.18324,437.5473,-8.25e-20,0.27014,0.67883,1000.738,0.85241,-5.58e-19,0.85947,0.20597,0.50358,-2408.6845,-0.62484,1.6501,1474803.728,1.3372,-1.4581,0.076349,1.3736,0.7368,0.26169,-0.17811,0.14238,-1.7633,-2.1683,0.2106,0.0
-0.95586,-2447.1574,-2.85e-20,1116.4224,-1929.5509,-55410.3126,-3179.9004,0.35965,-0.40723,-219023.8855,-9875.6166,0.67299,-3904.2359,-142054.2202,-84501.8189,-0.56096,-5.170000000000001e-21,-227366.0439,5.4267,0.17011,450.7942,-5.82e-20,0.25871,0.5981,1011.3624,0.88595,-4.85e-20,0.84556,0.20676,0.41138,-3051.4309,-0.64786,1.7792,1667544.308,1.3524,-1.9837,-0.22684,1.2963,0.7074,0.20345,0.81424,0.15973,-1.5591,-2.4193,0.22649,0.0
-0.32869,-3880.6113,2.05e-20,739.4618,-3384.053,-72891.6415,-14261.6954,0.16027,-0.17379,-237933.5437,-9970.592,0.42951,-4089.0235,-155909.3506,-107043.6062,-0.30143,-1.34e-20,-280866.7446,62.9818,0.17883,113.7088,1.01e-20,0.18075,0.2921,489.9698,0.32468,6.0700000000000005e-21,0.45439,0.11931,0.1764,-3795.2245,-0.42826,-2.1524,1547581.611,1.3406,-2.5934,-1.4451,0.19055,0.13787,0.29627,0.77521,0.15524,-0.28387,-1.1125,0.31047,0.0
-0.32489,-3707.6198,6.21e-21,543.76,-3323.8351,-80443.5924,-14815.0547,0.14428,-0.18602,-250132.4285,-10038.7501,0.38141,-4182.0845,-168284.2997,-116159.9299,-0.31895,1.2500000000000001e-21,-312624.8866,61.5014,0.19992,77.1256,-4.76e-21,0.1452,0.31627,355.98,0.3152,3.0300000000000003e-21,0.41295,0.0977,0.20998,-3839.3871,-0.38869,-1.2834,1468313.416,1.3204,-1.7801,-1.4294,0.30761,0.52518,0.23557,1.5103,0.174,-0.29456,-0.68539,0.22827,0.0
-0.26667,-3774.0485,-5.110000000000001e-21,468.5039,-3309.02,-83268.5819,-14440.0947,0.13041,-0.12828,-233599.9194,-9591.8111,0.31208,-4172.1651,-158947.3521,-114829.4079,-0.21198,4.3700000000000005e-21,-295349.8697,5.4125,0.18435,66.3384,-1.0600000000000001e-21,0.1311,0.21291,286.8623,0.26475,-1.74e-20,0.33915,0.084427,0.12089,-3755.6674,-0.30601,-2.4169,1022737.948,1.3509,-2.3367,-0.60609,0.0022397,-0.047695,0.20612,0.4702,0.17697,-1.12,-0.89082,0.38379,0.0
-1.0993,-3855.9114,-7.96e-20,1200.3109,-3116.7572,-46573.3775,-5695.6347,0.48405,-0.52241,-179484.3837,-12482.3738,0.98899,-4501.8828,-128080.8502,-71232.6681,-0.69853,-1.9600000000000003e-21,-236966.3279,4.5284,0.27576,357.9785,-1.55e-20,0.31357,0.68354,1289.65,1.1376,1.09e-19,1.1417,0.25092,0.50601,-4473.483,-0.95143,0.624,1943369.136,1.338,-1.7298,-0.16166,0.88496,0.60818,0.21649,0.30772,0.19504,-0.71919,-1.9659,0.18142,1.0
-0.86157,-3699.0278,-1.41e-19,879.7751,-2924.3457,-48578.2097,-4948.901,0.35099,-0.45932,-189818.9763,-11274.1792,0.70122,-4294.9279,-134545.7402,-78780.9252,-0.68836,1.78e-20,-239167.5887,21.121,0.21576,187.9571,-3.29e-20,0.23095,0.65663,1175.0241,0.84343,-1.27e-19,0.79397,0.23931,0.45158,-4204.4322,-0.70507,0.6143,1896308.228,1.4723,-2.3882,0.33586,1.0527,0.86462,0.24804,1.899,0.23594,-0.10382,-1.9442,0.27194,1.0
-1.1857,-3745.7497,8.62e-20,1072.307,-3071.205,-45152.0088,-5619.6015,0.49888,-0.50754,-178384.5869,-12375.897,0.75746,-4322.5775,-128176.5836,-73988.913,-0.66849,-1.27e-20,-236415.0791,7.4107,0.27853,338.7419,-5.46e-21,0.26744,0.67738,1176.0404,1.1233,-1.12e-19,1.03,0.24009,0.47059,-4354.7247,-0.81871,1.0433,1919641.65,1.37,-1.8921,-0.092931,0.65302,1.1764,0.20234,1.8577,0.23394,-0.49419,-1.7469,0.21883,1.0
-0.51304,-3288.0458,-5.15e-20,1583.0816,-2513.0972,-37796.3495,-7536.0226,0.40729,-0.67819,-189470.5804,-11978.2993,0.86729,-4770.0731,-119390.216,-63575.8726,-0.84684,-5.5800000000000005e-22,-203533.8103,13.1138,0.18095,566.4475,-4.09e-20,0.37095,0.83091,1539.286,0.51634,-7.89e-20,0.90312,0.31104,0.64424,-3952.7055,-0.91418,-1.6048,1373330.577,1.3195,-1.3792,-0.85889,1.3592,0.27861,0.23533,-0.73257,0.1617,-1.9733,-1.6451,0.16309,0.0
-0.61318,-3301.0638,-4.49e-20,1629.7746,-2738.3382,-39017.4906,-7135.9245,0.44813,-0.70067,-193676.1186,-11870.7446,0.93374,-4700.0963,-118970.6558,-64986.8056,-0.87561,1.24e-21,-215005.9024,9.7671,0.1931,599.0332,1.38e-20,0.40678,0.91282,1572.6099,0.60911,1.03e-19,0.98194,0.32603,0.69267,-3892.0008,-0.97105,-1.7534,1164461.009,1.26,-1.6171,-1.173,1.5511,0.45187,0.15825,-0.40549,0.18674,-2.2898,-1.3058,0.15214,0.0
-0.54209,-2599.4199,7.96e-20,1571.3344,-1613.738,-45840.0604,-9338.8496,0.38213,-0.54118,-197489.9748,-11886.5365,0.83338,-3900.0162,-122319.9537,-70540.2008,-0.72407,2.6900000000000002e-21,-215529.3098,2.9646,0.21098,466.7988,-6.36e-20,0.3606,0.70429,1153.5811,0.57842,2.43e-19,0.88514,0.24518,0.5538,-3264.1567,-0.84404,-1.3541,1520305.831,1.2586,-1.4126,-0.81223,1.5041,0.31656,0.17802,-0.31404,0.17194,-2.0709,-1.3616,0.19329,0.0
-0.11363,-3805.3366,-2.19e-21,20.1023,-3309.779,-125900.6806,-7725.3351,0.023696,-0.04849,-239454.2226,-9655.1682,0.10699,-3870.3407,-176184.9576,-142458.0372,-0.06243,4.89e-21,-313977.6485,30.2793,0.0228,34.9794,2.2e-21,0.019437,0.059265,9.8316,0.12252,1.52e-20,0.13864,0.011542,0.050166,-3684.4769,-0.094174,2.7998,1251383.133,1.1702,-3.4774,0.21635,-0.33728,-0.23205,0.39163,1.8754,0.15269,-0.2935,2.1473,0.41855,1.0
-0.11822,-3834.552,5.5700000000000004e-21,1.4909,-3373.1928,-143467.4962,-9313.2032,0.0058626,-0.023209,-287541.8653,-7949.1373,0.02925,-3999.9703,-214939.6218,-168458.9578,-0.027287,-5.350000000000001e-21,-360874.2122,40.1252,0.00086488,205.7234,1.3400000000000002e-21,0.0044619,0.025758,1.3007,0.1397,1.71e-20,0.047473,0.0037292,0.024794,-3609.8015,-0.027256,3.1817,1575610.677,1.1588,-2.4801,-1.4189,-0.53279,-0.93354,0.45218,4.2619,0.14993,-0.97294,2.5135,0.35335,1.0
-0.053884,-3920.1443,-8.270000000000001e-21,1.7062,-3453.3958,-146787.686,-9236.0706,0.0054315,-0.012878,-277617.0111,-9958.8338,0.023866,-4099.9151,-208063.1351,-166253.7393,-0.017496,-9.020000000000001e-22,-348010.5984,56.0278,0.00059601,166.5793,1.52e-21,0.0047305,0.016689,0.95132,0.05559,-1.52e-20,0.034278,0.0031212,0.01232,-3719.5881,-0.027688,3.7675,1237671.367,1.1439,-2.5183,-1.3301,-0.64886,-1.039,0.4535,3.4137,0.163,-0.60332,2.6642,0.39735,1.0
-0.15945,-3815.0966,2.92e-21,19.441,-3332.0246,-109573.8619,-5928.2745,0.032129,-0.066729,-259931.6694,-2982.689,0.074756,-5205.0068,-215940.6442,-151519.2903,-0.096599,0.0,-304173.1879,41.9353,0.034888,11.2573,-1.32e-21,0.018868,0.089316,21.3919,0.15945,6.07e-20,0.10983,0.018064,0.0785,-4593.8264,-0.074756,-0.61762,1572810.805,1.1378,0.56054,0.99867,1.3949,0.52957,0.26601,2.9095,0.24862,-0.66237,-0.00099888,0.22538,1.0
