tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,meanHarmToNoiseHarmonicity,meanPeriodPulses,RPDE,DFA,app_LT_entropy_log_9_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_8_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_std_7_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_mean_6_coef,f2,f1,class
-0.19897,-4298.7564,-1.8300000000000003e-21,25.0206,-3687.36,-130583.1425,-9757.0794,0.034182,-0.024367,-278203.605,-5112.1635,0.082264,-5782.5853,-261249.66,-194369.7696,-0.056368,0.0,-321825.5936,3.8043,0.080045,51.226,1.43e-21,0.02207,0.055761,14.0618,0.19897,1.88e-20,0.13087,0.014206,0.023634,-4904.554,-0.082264,-0.35011,474091.1227,1.182,0.93677,1.3139,1.4231,-1.4172,0.32343,2.2431,0.15081,-2.8153,-0.8563,0.34009,13.831,0.009104241,0.69379,0.66429,139.9918,3978.5293,96.007,753.944,27.1881,15.8982,40.0546,217.8119,150.389,353.4215,1989.9325,7957.8222,469.6374,965.679,70.705,3015.5009,1507.8787,166.315,910.7400221,528.7586345,1.0
-0.2319,-4683.7863,7.92e-21,54.784,-3949.6415,-131003.0761,-9072.5271,0.048735,-0.023386,-299371.261,-7169.2147,0.13065,-6049.7004,-272500.3902,-202822.9214,-0.069527,-1.9099999999999997e-24,-338026.2994,15.3447,0.098566,120.1143,-5.640000000000001e-22,0.034693,0.071513,20.0239,0.2319,-3.79e-22,0.15677,0.017371,0.024578,-5152.5954,-0.13065,-0.67505,921917.5999,1.1958,0.19772,1.1839,1.1559,-1.8479,0.33796,3.1951,0.10887,-3.2328,-1.4312,0.26292,17.369,0.007782401,0.62249,0.64823,141.1858,4449.0582,115.825,859.7566,31.8742,19.426,46.5419,262.1114,151.5851,408.8849,2319.3907,8975.0169,562.0095,1089.8503,82.5912,3401.0285,1717.7641,193.2497,844.8489011,520.5188847,1.0
-0.18343,-4787.9047,-2.19e-21,38.1474,-4174.8714,-125426.1299,-12143.341,0.038338,-0.033622,-276491.8936,-8362.9323,0.12581,-6179.1058,-268894.5838,-191637.4974,-0.075637,-4.5899999999999996e-23,-303199.6663,32.4038,0.10288,70.4313,-4.85e-22,0.02853,0.077235,22.9142,0.18343,-7.58e-22,0.12324,0.019075,0.030196,-5402.1879,-0.12581,-0.98671,788009.8375,1.2037,0.32703,1.1349,1.2059,-2.0486,0.36987,1.7388,0.12861,-3.5045,-1.3998,0.35878,17.581,0.00815993,0.59772,0.64326,140.9175,4404.0955,116.1524,853.3995,31.8034,19.8348,46.5082,262.7353,151.3176,407.1829,2312.7845,8890.1961,563.7581,1082.4349,82.3967,3368.118,1704.7367,192.6618,903.322809,541.9708101,1.0
-1.0913,-2044.4926,-2.85e-19,464.0246,-1596.5095,-51363.4628,-5571.7964,0.2706,-0.44286,-141883.0437,-8656.0437,0.44071,-2922.2306,-133022.4002,-82106.2959,-0.47579,7.770000000000001e-21,-167720.5007,6.2012,0.087317,454.3509,-1.1500000000000002e-21,0.13688,0.48953,878.4841,1.0589,-5.82e-19,0.65175,0.18213,0.43834,-2474.7256,-0.42647,-1.6492,1370539.628,1.3256,-1.1908,0.16247,0.94685,-1.2169,0.27621,0.92812,0.17931,-2.2551,0.73504,0.22126,24.058,0.005138503,0.26212,0.66846,143.3773,4993.8275,120.7146,946.6226,34.1426,19.9472,50.2147,273.4497,153.7745,443.7527,2499.4224,9989.3808,589.6468,1212.5364,88.7626,3785.3604,1893.1485,208.8233,1204.506346,577.9882193,0.0
-1.0838,-2195.1431,-7.27e-20,443.5807,-1748.7514,-60639.9558,-6189.2141,0.26113,-0.35647,-142688.9102,-9184.9228,0.415,-3427.3103,-142269.7298,-92113.5169,-0.3826,3.9800000000000006e-21,-168510.6629,5.3617,0.10003,417.9541,-1.54e-21,0.13172,0.39326,573.7312,1.1052,4.25e-20,0.65002,0.13647,0.31271,-2711.4589,-0.40204,-0.54978,1693327.298,1.3528,-1.5476,0.91054,0.8656,-1.8423,0.36293,-0.12565,0.16142,-1.9683,-0.053167,0.39824,20.883,0.006607654,0.33526,0.64898,143.3072,4973.5803,120.1311,942.8777,34.0018,19.8872,50.0405,272.3235,153.7044,442.0328,2489.869,9949.1236,587.5727,1207.5821,88.4149,3770.107,1885.6356,208.0133,1199.841112,583.5872685,0.0
-1.1524,-2604.5534,9.96e-20,618.1723,-2202.2773,-64012.5403,-4839.5238,0.28426,-0.38167,-149699.7997,-9465.4967,0.49648,-3502.6442,-144321.5477,-91969.3106,-0.40883,-3.9200000000000006e-21,-174034.7615,4.2463,0.11755,528.2273,-3.4800000000000006e-21,0.16575,0.44432,546.6241,1.1688,1.21e-19,0.82228,0.1348,0.36909,-2993.1688,-0.52398,-0.17878,1451112.198,1.3018,-1.2222,1.0124,0.72215,-1.8349,0.18478,0.13828,0.18562,-1.6696,-0.54687,0.42838,19.645,0.006772626,0.46658,0.67496,143.169,4924.0229,118.8438,933.9336,33.6523,19.6602,49.5559,269.2095,153.5662,437.6656,2466.5353,9853.1216,581.0406,1197.0789,87.5183,3733.8347,1867.7213,205.9271,1179.520943,588.7673238,0.0
-0.64263,-1942.0822,-3.29e-20,1071.8667,-1751.1884,-65688.4183,-994.0926,0.2237,-0.494,-195103.5842,-2594.5923,0.89948,-2620.2035,-160438.389,-103208.2608,-0.84535,1.84e-22,-230229.6718,4.8342,0.065523,292.3409,1.02e-20,0.26436,0.72688,907.6941,0.61503,-2.43e-19,0.77762,0.19681,0.50068,-2378.3168,-1.0039,1.0394,1950179.961,1.1972,-1.0148,1.0642,1.3377,0.63757,0.31693,0.96335,0.22573,-0.86676,-0.41845,0.25925,14.545,0.007427449,0.52028,0.74807,141.2839,4334.5611,104.5534,821.3772,29.6119,17.3533,43.6306,236.9811,151.6811,385.0463,2167.7723,8669.9289,511.6959,1051.9256,77.0114,3285.3385,1642.7543,181.1975,1005.997522,568.5138755,1.0
-0.69515,-2032.7838,4.16e-20,1208.2135,-1847.7044,-64170.2083,-451.2308,0.29418,-0.54243,-191422.8996,-2591.3762,1.0311,-2792.6382,-156867.9748,-100779.1763,-0.89622,1.88e-20,-216389.5223,3.5844,0.077768,312.3778,8.810000000000001e-21,0.31907,0.98617,1023.1764,0.72751,-4.85e-19,0.93087,0.23279,0.51484,-2577.0307,-1.043,0.89372,1782870.302,1.2721,-1.0168,0.94483,2.0072,0.61079,0.21763,1.2571,0.22231,-1.2428,-0.19143,0.23047,16.195,0.007285737,0.41361,0.75192,141.4114,4371.1296,105.5868,828.1761,29.8723,17.4453,43.9097,239.0692,151.8086,388.2722,2185.5803,8742.304,515.9872,1060.427,77.6614,3312.7413,1656.3592,182.7196,1006.474881,652.7802218,1.0
-0.61741,-2491.8388,5.110000000000001e-21,1317.3006,-2177.7598,-55862.9467,-1653.2598,0.24725,-0.76174,-215723.3697,-3809.7678,1.0258,-3191.3592,-140967.4808,-88082.2807,-1.0108,-4.89e-22,-239915.8706,2.9688,0.082892,269.3084,3.14e-20,0.33685,1.0161,1268.9274,0.5894,6.31e-19,0.78871,0.29283,0.71756,-2996.3484,-1.1115,0.80291,1732494.937,1.2193,-2.0082,0.27346,2.1867,1.4095,0.22003,1.0681,0.18892,-1.1462,-0.93807,0.222,18.661,0.007219309,0.47103,0.68639,141.4928,4396.1072,106.3418,833.8955,30.103,17.5281,44.2249,240.758,151.89,391.1084,2202.6077,8798.1897,520.0394,1067.1649,78.2322,3334.1436,1667.7316,184.0817,1192.104053,885.5253383,1.0
-0.85289,-2822.5121,1.25e-19,906.3878,-2237.4435,-53147.666,-2400.7861,0.25667,-0.30103,-166046.0722,-9842.9273,0.62889,-3827.0036,-156045.3244,-94682.2282,-0.54898,-2.37e-20,-206323.2091,5.9725,0.072958,550.4265,-5.29e-20,0.22416,0.53439,1223.3636,0.84229,-8.49e-20,0.73372,0.23207,0.30721,-3343.9712,-0.63393,2.4564,926886.8032,1.2503,-1.6899,0.97747,-0.79206,-0.22902,0.24065,1.2316,0.15147,-0.96903,-1.6486,0.31557,20.923,0.005614298,0.32538,0.7233,142.9253,4847.2601,117.4589,920.4132,33.2357,19.3936,48.864,266.1645,153.3225,431.8254,2433.4192,9705.659,574.6574,1177.4396,86.3999,3678.1843,1840.6409,203.2677,1052.028906,530.1320949,1.0
-0.87653,-2695.6019,2.38e-19,729.2565,-2216.2416,-58951.5021,-3992.4757,0.21713,-0.3481,-184138.134,-7208.1371,0.60241,-3285.4991,-164889.9928,-97989.2292,-0.55787,3.06e-22,-219245.0072,7.7981,0.080391,338.2709,-1.97e-20,0.19133,0.57819,920.9153,0.84762,-6.7e-19,0.70599,0.19559,0.32943,-2918.3182,-0.70748,1.9696,1652716.649,1.2018,-2.1382,1.4436,-0.45484,-0.054811,0.37252,1.6658,0.16037,-0.60916,-1.5043,0.41076,15.577,0.008018442,0.64741,0.72248,142.341,4564.9359,100.5658,797.2866,27.9646,17.3589,42.8093,225.1612,152.7568,367.3412,2039.9278,8678.8489,474.1479,1094.1543,72.1638,3243.8274,1598.8159,171.7164,1095.70526,600.7087065,1.0
-0.98587,-2852.6281,-1.46e-21,860.1461,-2377.6668,-63212.9022,-4025.6347,0.31219,-0.34293,-185440.5682,-9593.5918,0.76566,-4025.7607,-160304.9157,-104464.505,-0.54706,-5.930000000000001e-21,-231973.3598,4.407,0.13606,449.1952,7.31e-21,0.21696,0.65236,721.5052,1.0771,-1.82e-20,0.90161,0.16186,0.32658,-3457.9505,-0.81718,2.0842,1560026.626,1.2201,-1.8063,1.0687,-0.84469,-0.37913,0.38972,1.2542,0.14165,-0.79369,-2.5212,0.23763,19.695,0.006238877,0.49392,0.69601,143.1937,4940.6186,119.8365,939.0832,33.9121,19.8039,49.9199,271.8794,153.5909,440.5797,2484.674,9897.6234,586.2284,1201.5429,88.1743,3751.0814,1877.8747,207.3931,1040.527885,596.5917789,1.0
-0.64428,-3589.2522,-1.46e-21,388.007,-3059.6473,-75675.5627,-3507.916,0.2074,-0.19364,-229371.4211,-2341.7762,0.35511,-3919.3234,-180752.3073,-114419.5181,-0.2947,1.2500000000000001e-21,-256123.8984,7.5837,0.15208,161.7912,4.14e-21,0.11864,0.28715,301.3012,0.64428,-1.52e-20,0.54334,0.089292,0.18995,-3975.3701,-0.35511,-1.7773,1066338.095,1.1285,-1.0501,-0.26092,-0.27606,-0.9642,0.23871,1.445,0.22472,-0.49379,0.44102,0.25199,17.875,0.004808549,0.37209,0.79945,143.8459,5134.6831,123.6924,972.1499,35.021,20.4897,51.5974,279.9923,154.2431,455.4734,2563.7249,10265.8824,604.3537,1246.2127,91.0787,3889.9299,1944.3864,214.3325,1220.773613,413.7350847,0.0
-0.91654,-3590.6391,-5.22e-20,503.3029,-3109.5031,-67410.5941,-5289.5429,0.26942,-0.24431,-237033.0165,-2824.6428,0.41558,-4295.6768,-169952.469,-102651.5335,-0.30729,-1.53e-22,-277071.0109,68.1856,0.22217,229.4041,-4.4900000000000005e-21,0.14114,0.30357,387.2381,0.91654,-2.2e-20,0.70322,0.10472,0.22256,-3966.8428,-0.41558,-1.4547,1587016.51,1.1576,-0.56811,-1.2093,0.19045,-0.36811,0.2871,1.567,0.2045,-0.8986,-0.012003,0.208,18.723,0.004861382,0.36585,0.79509,143.8086,5122.6256,123.5262,970.3545,34.981,20.413,51.5008,279.7475,154.2058,454.8488,2559.9884,10244.7187,604.2685,1242.7274,90.9575,3882.007,1940.7632,214.0292,1263.640756,472.6526236,0.0
-0.75036,-3551.6283,-8.26e-20,294.4493,-2885.8923,-84965.2291,-4111.341,0.18588,-0.21067,-255621.7348,-2651.2462,0.35439,-4483.0682,-186432.2425,-122409.8911,-0.2504,-6.12e-23,-294549.2729,51.6426,0.15094,262.6602,-1.41e-21,0.096608,0.24261,137.5234,0.75036,-9.1e-20,0.56105,0.054592,0.17344,-4170.2422,-0.35439,-2.0754,1540684.566,1.1787,-0.89505,-0.64366,0.12843,-0.54786,0.23362,1.561,0.19286,-0.86242,-0.24275,0.23008,20.53,0.004827373,0.37052,0.7657,143.7628,5111.1995,123.0927,967.1055,34.8416,20.3475,51.2305,278.5732,154.16,453.1016,2549.716,10214.611,601.3527,1239.7741,90.5938,3870.3609,1934.2952,213.1948,1261.11688,587.7021388,0.0
-0.076428,-4867.5298,5.16e-21,2.2898,-4173.6535,-136262.3667,-11278.6074,0.0086392,-0.015448,-302259.2065,-7920.0339,0.023972,-5860.8677,-261660.4611,-190439.6985,-0.021667,-7.65e-24,-373050.4772,80.0068,0.019814,36.1711,2.15e-22,0.0056106,0.023413,3.349,0.076428,-3.79e-22,0.043581,0.0062291,0.014429,-5107.2901,-0.023972,-0.69796,747486.646,1.2171,-0.00094187,0.17223,0.050835,-1.3678,0.3335,2.9202,0.19316,-1.5254,-0.4823,0.29184,18.577,0.008107194,0.59089,0.69205,140.7815,4179.5282,100.6126,790.2184,28.4777,16.6146,41.8809,227.7494,151.1787,370.2743,2081.9225,8350.2069,491.6032,1012.5264,74.0365,3163.7877,1580.6328,174.2276,1061.756507,473.2741614,1.0
-0.056237,-4940.9544,2.6900000000000002e-21,0.98521,-4255.1858,-155179.4643,-12091.5242,0.0076648,-0.0084723,-342090.2731,-8531.7035,0.015499,-5800.1924,-287077.2453,-210180.4673,-0.0129,0.0,-407063.4245,81.0059,0.028956,19.7567,1.0600000000000001e-21,0.0035388,0.012978,1.0267,0.056237,-3.790000000000001e-21,0.030328,0.0032617,0.0084425,-5073.1728,-0.015499,-0.4053,1115430.061,1.2101,0.27262,0.19759,0.21045,-1.4006,0.31546,3.3099,0.19762,-1.7582,-0.55041,0.31139,15.782,0.008053571,0.67128,0.69206,140.9418,4214.7716,101.2329,797.4995,28.7598,16.7157,42.418,229.8364,151.339,373.9362,2102.1107,8425.798,496.9096,1020.7667,74.8067,3192.6092,1595.2698,176.0438,1105.815035,495.4427776,1.0
-0.052469,-4715.042,6.39e-22,1.0494,-4074.5835,-156535.9628,-11430.3858,0.0074862,-0.0070683,-336078.9077,-7423.8905,0.014425,-5680.4284,-284419.0425,-215250.2491,-0.013446,-1.53e-23,-394805.8414,97.1947,0.033438,14.8576,3.19e-22,0.0036331,0.012137,1.0171,0.052469,2.96e-20,0.024777,0.0032408,0.0085117,-4919.3506,-0.014425,-0.39154,1474142.212,1.2015,0.64756,0.49698,0.42486,-1.4385,0.34615,3.0958,0.23857,-1.7303,-0.20719,0.33151,13.521,0.008258025,0.70388,0.70522,140.8327,4174.2905,100.471,787.8522,28.4105,16.5447,41.7299,227.0584,151.23,369.0794,2072.677,8333.6094,489.5228,1009.5991,73.8187,3157.0906,1576.1399,173.6833,1008.973608,485.3734409,1.0
-0.90092,-2900.9677,1.24e-20,829.8901,-2364.0502,-51227.2636,-3989.2626,0.32668,-0.52768,-254124.1931,-7490.0794,0.74376,-3299.3485,-143121.4151,-82513.2711,-0.69018,-4.02e-21,-289594.8402,3.6894,0.17046,426.2832,-5.29e-20,0.22983,0.72826,1084.1359,0.91244,-1.27e-19,0.89585,0.2258,0.53932,-3248.6816,-0.74558,2.2098,2198559.852,1.2964,-1.5733,-0.037773,0.8968,1.1675,0.25226,2.5756,0.21923,-2.224,-0.75228,0.44123,13.225,0.00445595,0.52382,0.72967,144.5374,5339.4539,128.6348,1008.9661,36.4042,21.2504,53.5248,291.1685,154.9347,472.9252,2656.4903,10668.0732,627.8948,1291.9061,94.6404,4041.8116,2018.5056,222.6618,1209.085895,682.1836015,1.0
-0.90946,-2738.403,-2.94e-20,791.963,-2294.9196,-48990.0529,-4294.2497,0.32804,-0.54335,-254660.4109,-7764.6075,0.73004,-3137.6885,-142237.5117,-79936.2223,-0.70399,1.9600000000000003e-21,-300548.9093,3.5196,0.19166,303.0501,2.57e-20,0.22044,0.78405,1094.6461,0.88991,8.79e-20,0.88244,0.22806,0.50307,-3069.7434,-0.7836,1.4802,1864392.371,1.2759,-1.4586,-0.10917,1.3409,1.1215,0.30507,1.825,0.17932,-1.9145,-0.87935,0.32698,11.068,0.005015555,0.6361,0.70885,144.6454,5353.4225,131.6513,1014.6052,37.1219,21.9917,54.5463,297.0212,155.0426,478.6772,2679.2534,10717.944,643.9189,1288.6376,96.0376,4061.4712,2029.9228,226.0483,1193.497792,680.701195,1.0
-0.68096,-2571.0542,1.17e-20,922.2581,-2114.5639,-48883.5091,-5439.753,0.28835,-0.61122,-252612.6532,-6271.4245,0.92035,-3298.0146,-146762.1823,-81597.3277,-0.86789,-3.1200000000000004e-21,-296408.2011,10.8947,0.15411,285.7316,2.98e-20,0.2557,0.90593,1325.197,0.71176,-1.82e-19,0.76746,0.27556,0.59324,-2982.7331,-0.88174,1.3793,2270097.718,1.2303,-0.44386,0.28906,2.02,1.0005,0.25594,2.9311,0.21463,-1.1078,-0.83322,0.26927,6.712,0.004801378,0.7403,0.78348,142.7412,4773.9577,100.2374,813.4696,27.8256,17.4824,43.8287,220.3282,153.1669,374.6136,2076.9938,8894.0872,485.1526,1192.3197,73.3186,3310.7774,1629.7689,175.5799,1113.372261,822.1848024,1.0
-0.5741,-3630.4224,4.53e-20,1425.0798,-3121.5573,-54006.1096,-11359.7078,0.37685,-0.49189,-159643.8703,-10021.1676,0.99474,-4277.1401,-100040.8554,-66053.7997,-0.57711,-3.3e-21,-235476.038,92.8058,0.272,391.3755,4.4e-21,0.34191,0.6062,861.9814,0.55203,-5.46e-20,1.0467,0.18681,0.49439,-3800.6355,-0.91317,-0.099732,1357371.539,1.3665,-4.9563,-0.90121,-0.40403,0.34529,0.32878,-0.98526,0.15071,-1.5772,-0.26338,0.32512,17.402,0.004844593,0.50978,0.58151,143.7182,5101.7585,122.8736,966.5194,34.7953,20.3122,51.2347,278.4817,154.1154,452.6677,2550.1509,10202.4819,600.101,1240.1484,90.5077,3866.0082,1932.9855,212.972,1481.345894,820.359585,1.0
-0.5787,-3504.9009,-1.94e-19,1677.1929,-3107.794,-52104.0121,-12125.6944,0.40771,-0.59067,-154752.2573,-9559.0356,0.95758,-4090.8784,-93160.8946,-61018.7748,-0.6357,8.56e-21,-218783.7836,4.0821,0.24517,428.426,-9.510000000000002e-21,0.40279,0.61611,1071.5311,0.57085,-3.83e-20,1.0207,0.21579,0.55032,-3722.8548,-0.94652,-0.22312,955046.4535,1.3633,-4.742,-0.71593,-0.11338,-0.08269,0.37407,-0.75193,0.15186,-1.6758,-0.085573,0.39823,18.418,0.004702189,0.45109,0.57905,143.8525,5156.0274,124.2619,977.3072,35.2056,20.559,51.8218,281.8815,154.2497,458.0104,2580.1567,10313.2099,608.28,1252.4099,91.5678,3908.0259,1954.4793,215.4804,1440.188919,814.3764502,1.0
-0.62498,-3552.3314,1.19e-19,1276.329,-3018.5459,-52538.655,-8899.6659,0.37259,-0.49457,-161024.8764,-9836.8146,0.90615,-4114.4411,-99257.1666,-66995.8647,-0.66342,6.350000000000001e-21,-215455.6025,44.4396,0.26376,244.0813,8.59e-21,0.31248,0.62086,944.2617,0.74269,1.21e-20,1.0367,0.20177,0.48103,-3757.4271,-0.92337,0.7287,1714462.33,1.3476,-4.9157,-0.94131,0.1205,0.84135,0.26472,-2.1551,0.12591,-1.3842,-0.34678,0.26575,14.996,0.005109073,0.55182,0.57581,143.5092,5019.4675,120.9984,950.2626,34.2554,20.0012,50.3847,274.0073,153.9064,445.3584,2506.0571,10035.2485,591.2638,1217.4129,89.0627,3802.5345,1900.6331,209.5979,1473.833183,827.7795655,1.0
-0.047294,-3675.4048,-1.43e-20,83.068,-3409.3172,-100090.2192,-7737.0635,0.032876,-0.081219,-280494.2009,-9753.0461,0.13027,-3375.467,-200024.876,-137617.5939,-0.10277,-3.25e-23,-311525.0629,7.0835,0.096333,11.6085,-2.2e-22,0.04371,0.11325,64.0515,0.060942,-5.61e-20,0.10967,0.03372,0.077998,-3300.877,-0.13137,2.7,1675916.155,1.2891,-3.5309,-0.028535,2.0096,0.89633,0.28053,-0.28259,0.16696,-0.62822,0.48268,0.28904,11.167,0.006377773,0.69229,0.69603,142.0548,4588.9465,111.1224,870.7948,31.476,18.3532,46.211,251.4644,152.452,408.9674,2302.5186,9183.3846,546.1976,1112.0155,81.7863,3480.0107,1741.3571,192.5081,1296.395864,922.2675985,1.0
-0.12134,-3643.6602,0.0,69.2082,-3379.3665,-102458.3573,-9205.8883,0.039397,-0.13278,-280530.4713,-9562.1277,0.17968,-3684.7573,-200864.2521,-140326.2426,-0.15235,-1.9e-21,-307002.5145,26.7293,0.098461,23.4948,1.6700000000000002e-21,0.040893,0.15316,58.498,0.112,6.0700000000000005e-21,0.17074,0.033478,0.11192,-3312.1363,-0.18008,2.8563,1585178.976,1.2996,-4.0145,0.17786,1.2725,0.49398,0.38222,0.28409,0.15116,-1.3619,0.47151,0.46006,12.006,0.006282661,0.69724,0.71769,142.7831,4784.6203,119.2077,905.0773,33.4458,19.4479,48.8311,272.7626,153.1803,425.8375,2386.7341,9561.6463,576.9304,1152.6193,86.2881,3622.782,1810.5341,200.608,1242.750233,784.8503875,1.0
-0.11796,-3722.5451,4.09e-21,151.2201,-3358.3475,-88303.7021,-7518.2732,0.055307,-0.14653,-275266.9764,-10074.7273,0.29146,-3687.1798,-183693.7471,-124256.4814,-0.22767,3.4900000000000005e-21,-310750.3119,8.9582,0.1394,15.9252,-2.82e-21,0.065745,0.22314,135.6668,0.1282,3.94e-20,0.2543,0.055105,0.15678,-3300.9391,-0.27469,1.5701,1577201.586,1.2995,-3.9656,0.23371,1.8611,0.82009,0.32445,0.51097,0.14466,-0.87028,-0.032642,0.33975,15.549,0.006292158,0.59403,0.63726,142.2855,4604.5912,109.687,866.8941,31.1205,18.1371,45.7235,248.1573,152.6829,405.3617,2276.8118,9177.7007,535.4686,1115.214,80.9566,3476.3205,1734.2712,190.6664,1223.356541,886.1136842,1.0
-0.66566,-3539.3296,-2.16e-20,584.8508,-3054.5082,-75973.6401,-4693.0468,0.23152,-0.17306,-211275.623,-9151.3039,0.36759,-3626.6955,-168359.3499,-109834.9059,-0.28135,2.08e-21,-240484.6245,17.4663,0.25494,147.9848,-7.580000000000001e-21,0.15423,0.26405,298.7329,0.6156,-2.43e-20,0.59338,0.087389,0.15902,-3373.81,-0.36506,1.0353,1570546.777,1.2205,-2.3516,0.67992,1.4234,-0.066652,0.43535,-0.078299,0.17389,-2.4871,-0.18654,0.31842,20.222,0.006185115,0.40531,0.63744,142.4067,4664.1904,112.3576,883.1437,31.8212,18.5908,46.857,254.4559,152.8039,413.8427,2329.1938,9325.764,549.2703,1131.7738,82.7594,3533.7272,1766.3717,194.7539,1143.787452,694.1415423,1.0
-0.47403,-3445.1453,1.32e-20,396.1832,-3025.066,-71273.7894,-5307.318,0.18018,-0.21614,-193053.288,-8801.5382,0.40286,-3823.2041,-160611.2643,-103573.6722,-0.28043,-2.4e-21,-220481.9505,28.9463,0.2167,97.1334,-3.410000000000001e-21,0.12099,0.27705,334.5486,0.48682,-9.1e-21,0.53765,0.095029,0.20173,-3472.8059,-0.34494,0.81197,1176664.785,1.3385,-2.903,1.0177,0.96509,0.35843,0.42078,0.00043904,0.15597,-2.4089,0.21137,0.41844,17.426,0.006039518,0.61144,0.6336,142.5452,4710.5563,113.6068,892.3009,32.17,18.7697,47.281,257.2804,152.9424,418.213,2354.1874,9420.4406,555.3354,1143.1359,83.6338,3569.6785,1784.6392,196.7967,1189.383319,684.8702565,1.0
-0.60785,-3552.2105,8.24e-20,1033.0567,-2985.7412,-62181.1748,-4201.6868,0.31119,-0.34046,-174774.9577,-9459.5711,0.67066,-4185.7547,-147796.4278,-93223.6347,-0.51536,-2.8100000000000003e-21,-201179.679,38.5272,0.27344,117.2516,-5.990000000000001e-21,0.24817,0.56243,713.9922,0.6314,2.57e-20,0.84725,0.16316,0.34296,-3836.4166,-0.65203,1.2158,1368153.719,1.231,-2.7547,0.37187,2.0997,-0.32791,0.33224,-1.3452,0.15459,-1.7157,-0.25121,0.29725,17.709,0.006199452,0.57418,0.61862,142.3372,4659.6468,112.8287,883.973,31.9118,18.5773,46.9454,255.5327,152.7344,414.6336,2335.4346,9325.1748,551.7503,1131.0881,82.9409,3533.8106,1767.8236,195.1287,1179.710597,751.7470438,1.0
-1.0095,-3504.5051,-3.14e-20,267.2064,-3113.4449,-90845.3249,-5522.1905,0.23414,-0.13767,-221547.2606,-3855.9528,0.3782,-3794.1053,-187697.9558,-135992.7986,-0.26158,-1.04e-21,-279918.9632,93.7094,0.13875,467.5529,-2.98e-20,0.092816,0.26555,130.0,1.0095,-2.43e-20,0.6003,0.052988,0.13932,-3447.6463,-0.3782,-0.75064,1519170.428,1.3904,-1.9589,-0.36571,-1.3061,1.1305,0.21652,1.7034,0.2033,-0.8771,-2.75,0.28092,25.74,0.005991833,0.49305,0.64209,142.5904,4725.5561,114.1881,895.2031,32.2917,18.8233,47.5118,258.3605,152.9876,419.6568,2362.1292,9450.7617,557.4844,1146.4871,83.9445,3581.1928,1790.4491,197.5079,1258.659351,658.7072609,1.0
-0.5789,-3420.5892,4.15e-20,156.1393,-3147.4035,-97107.041,-6071.2201,0.13653,-0.075496,-203081.9142,-4285.4958,0.2705,-3183.887,-182878.0582,-142667.0309,-0.15657,5.350000000000001e-21,-255395.2117,59.8917,0.11005,266.3551,-1.87e-20,0.0662,0.14788,97.2964,0.5789,1.49e-19,0.39985,0.043926,0.084045,-2871.2543,-0.2705,-0.79397,1708053.675,1.4384,-1.7192,0.21207,-1.6696,1.0245,0.19817,2.1992,0.17858,-0.43298,-2.9423,0.28786,25.826,0.005948672,0.48776,0.63879,142.6216,4739.9233,114.7705,898.3043,32.4307,18.9013,47.6838,259.58,153.0188,421.2401,2371.2674,9481.3038,560.0521,1149.7919,84.2687,3592.8246,1796.5942,198.2504,1240.753695,649.3859769,1.0
