tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,std_12th_delta_delta,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_8_coef,std_10th_delta_delta,std_8th_delta_delta,std_10th_delta,std_9th_delta_delta,std_9th_delta,app_LT_entropy_shannon_3_coef,det_LT_entropy_log_10_coef,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_entropy_log_7_coef,app_entropy_log_9_coef,app_LT_entropy_log_8_coef,app_entropy_log_10_coef,app_entropy_log_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,std_8th_delta,std_6th_delta_delta,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_10_coef,std_11th_delta_delta,class
-1.6378,-3613.8776,4.38e-20,1273.5817,-3207.0914,-71686.7018,-4118.7587,0.5875,-0.30655,-206937.8736,-7589.2676,0.85959,-4626.5547,-152220.0216,-101777.7427,-0.42124,-2.45e-22,-247645.308,81.9456,0.33416,434.5705,-5.92e-20,0.30038,0.54494,467.1564,1.6378,7.28e-20,1.5443,0.11611,0.45978,-4207.8558,-0.85959,-0.79222,1302566.281,1.2806,-1.9128,0.031229,0.19546,0.0019819,0.21631,2.9799,0.1746,-2.3348,-1.3332,0.16888,0.019792,-215181.2547,-901327.0024,0.013574,0.01543,0.026293,0.012928,0.025139,-43240.3588,-134.2617,237.8876,-114730.6596,242.6451,248.2849,132.3883,258.6821,246.0093,-442886.6251,-30197.0631,0.042857,0.031196,0.022728,-1944226.65,-66868.3045,-4171598.568,0.013521,1.0
-1.1138,-3712.9487,-2.85e-20,1193.4059,-3130.5941,-65048.7221,-4810.4241,0.4625,-0.32509,-221467.4498,-7434.3982,0.72036,-4530.977,-165748.1629,-101703.2245,-0.50446,-1.22e-22,-259915.4177,38.9834,0.30902,298.071,-2.96e-20,0.27861,0.50753,731.7364,1.1138,-3.49e-20,1.0854,0.16605,0.33065,-4197.3908,-0.72036,-1.2067,1660437.787,1.2592,-1.883,0.58156,-0.073581,0.92409,0.19122,2.7498,0.19447,-2.3194,-2.0219,0.17488,0.012984,-213645.2284,-894565.1679,0.014903,0.015188,0.027062,0.011823,0.02148,-43037.3134,-157.9624,237.3654,-113982.8382,242.105,247.7626,132.2868,258.1598,245.4568,-439637.2066,-30081.0397,0.026606,0.028782,0.018554,-1929748.719,-66491.1529,-4140734.166,0.014286,1.0
-0.19897,-4298.7564,-1.8300000000000003e-21,25.0206,-3687.36,-130583.1425,-9757.0794,0.034182,-0.024367,-278203.605,-5112.1635,0.082264,-5782.5853,-261249.66,-194369.7696,-0.056368,0.0,-321825.5936,3.8043,0.080045,51.226,1.43e-21,0.02207,0.055761,14.0618,0.19897,1.88e-20,0.13087,0.014206,0.023634,-4904.554,-0.082264,-0.35011,474091.1227,1.182,0.93677,1.3139,1.4231,-1.4172,0.32343,2.2431,0.15081,-2.8153,-0.8563,0.34009,0.023139,-174224.2859,-732376.8947,0.018476,0.028675,0.039502,0.020066,0.04257,-34731.4377,-173.7681,224.1321,-92698.1712,227.9874,234.5293,129.5946,244.9265,230.4548,-359282.4124,-24142.6298,0.0475,0.060866,0.035266,-1582269.097,-53887.8639,-3399568.762,0.020189,1.0
-0.2319,-4683.7863,7.92e-21,54.784,-3949.6415,-131003.0761,-9072.5271,0.048735,-0.023386,-299371.261,-7169.2147,0.13065,-6049.7004,-272500.3902,-202822.9214,-0.069527,-1.9099999999999997e-24,-338026.2994,15.3447,0.098566,120.1143,-5.640000000000001e-22,0.034693,0.071513,20.0239,0.2319,-3.79e-22,0.15677,0.017371,0.024578,-5152.5954,-0.13065,-0.67505,921917.5999,1.1958,0.19772,1.1839,1.1559,-1.8479,0.33796,3.1951,0.10887,-3.2328,-1.4312,0.26292,0.020497,-191251.5203,-801421.5011,0.025371,0.028496,0.056539,0.022234,0.045912,-38064.8861,-50.8705,230.6204,-101759.8101,234.9687,241.0361,130.7884,251.531,237.6525,-394411.6803,-26394.5493,0.044465,0.062735,0.02926,-1730202.117,-59104.0971,-3714450.987,0.017751,1.0
-0.18343,-4787.9047,-2.19e-21,38.1474,-4174.8714,-125426.1299,-12143.341,0.038338,-0.033622,-276491.8936,-8362.9323,0.12581,-6179.1058,-268894.5838,-191637.4974,-0.075637,-4.5899999999999996e-23,-303199.6663,32.4038,0.10288,70.4313,-4.85e-22,0.02853,0.077235,22.9142,0.18343,-7.58e-22,0.12324,0.019075,0.030196,-5402.1879,-0.12581,-0.98671,788009.8375,1.2037,0.32703,1.1349,1.2059,-2.0486,0.36987,1.7388,0.12861,-3.5045,-1.3998,0.35878,0.025805,-187564.6264,-786020.4042,0.023247,0.032249,0.050677,0.026831,0.058085,-37256.3792,-45.8355,229.36,-99741.31,233.61,239.7819,130.52,250.2961,236.1554,-386968.032,-25796.3764,0.058394,0.071231,0.032941,-1697184.548,-57889.752,-3643724.251,0.019677,1.0
-1.0913,-2044.4926,-2.85e-19,464.0246,-1596.5095,-51363.4628,-5571.7964,0.2706,-0.44286,-141883.0437,-8656.0437,0.44071,-2922.2306,-133022.4002,-82106.2959,-0.47579,7.770000000000001e-21,-167720.5007,6.2012,0.087317,454.3509,-1.1500000000000002e-21,0.13688,0.48953,878.4841,1.0589,-5.82e-19,0.65175,0.18213,0.43834,-2474.7256,-0.42647,-1.6492,1370539.628,1.3256,-1.1908,0.16247,0.94685,-1.2169,0.27621,0.92812,0.17931,-2.2551,0.73504,0.22126,0.011646,-225237.2859,-941793.802,0.023343,0.016144,0.045458,0.015386,0.029962,-45552.1073,-112.0091,240.9702,-120297.9566,245.9668,251.3674,132.9801,261.7647,249.5754,-463155.3466,-31895.0064,0.026178,0.031757,0.019955,-2030857.914,-70268.1824,-4356255.826,0.015571,0.0
-1.0838,-2195.1431,-7.27e-20,443.5807,-1748.7514,-60639.9558,-6189.2141,0.26113,-0.35647,-142688.9102,-9184.9228,0.415,-3427.3103,-142269.7298,-92113.5169,-0.3826,3.9800000000000006e-21,-168510.6629,5.3617,0.10003,417.9541,-1.54e-21,0.13172,0.39326,573.7312,1.1052,4.25e-20,0.65002,0.13647,0.31271,-2711.4589,-0.40204,-0.54978,1693327.298,1.3528,-1.5476,0.91054,0.8656,-1.8423,0.36293,-0.12565,0.16142,-1.9683,-0.053167,0.39824,0.011686,-224089.93,-936911.9646,0.01637,0.011375,0.03166,0.013958,0.029788,-45351.0372,-103.8881,240.603,-119700.1216,245.582,251.0002,132.91,261.3975,249.1736,-460777.8397,-31760.913,0.023839,0.02346,0.011495,-2020407.935,-69936.3459,-4333982.913,0.012079,0.0
-1.1524,-2604.5534,9.96e-20,618.1723,-2202.2773,-64012.5403,-4839.5238,0.28426,-0.38167,-149699.7997,-9465.4967,0.49648,-3502.6442,-144321.5477,-91969.3106,-0.40883,-3.9200000000000006e-21,-174034.7615,4.2463,0.11755,528.2273,-3.4800000000000006e-21,0.16575,0.44432,546.6241,1.1688,1.21e-19,0.82228,0.1348,0.36909,-2993.1688,-0.52398,-0.17878,1451112.198,1.3018,-1.2222,1.0124,0.72215,-1.8349,0.18478,0.13828,0.18562,-1.6696,-0.54687,0.42838,0.01083,-221655.8451,-927351.3492,0.012924,0.0096665,0.023388,0.012484,0.025292,-44784.1203,-124.3923,239.8786,-118350.4003,244.7962,250.2758,132.7718,260.6732,248.3157,-455955.8012,-31340.823,0.021944,0.020273,0.012624,-1999942.107,-69109.9484,-4290361.375,0.011804,0.0
-0.64263,-1942.0822,-3.29e-20,1071.8667,-1751.1884,-65688.4183,-994.0926,0.2237,-0.494,-195103.5842,-2594.5923,0.89948,-2620.2035,-160438.389,-103208.2608,-0.84535,1.84e-22,-230229.6718,4.8342,0.065523,292.3409,1.02e-20,0.26436,0.72688,907.6941,0.61503,-2.43e-19,0.77762,0.19681,0.50068,-2378.3168,-1.0039,1.0394,1950179.961,1.1972,-1.0148,1.0642,1.3377,0.63757,0.31693,0.96335,0.22573,-0.86676,-0.41845,0.25925,0.016761,-192125.3996,-806217.6809,0.015324,0.016043,0.032616,0.015481,0.030296,-38462.9049,-183.3317,230.3366,-102329.7665,234.6006,240.7338,130.8867,251.131,237.4766,-395818.8216,-26800.4751,0.031574,0.033133,0.01905,-1740521.944,-59572.132,-3737217.039,0.016705,1.0
-0.69515,-2032.7838,4.16e-20,1208.2135,-1847.7044,-64170.2083,-451.2308,0.29418,-0.54243,-191422.8996,-2591.3762,1.0311,-2792.6382,-156867.9748,-100779.1763,-0.89622,1.88e-20,-216389.5223,3.5844,0.077768,312.3778,8.810000000000001e-21,0.31907,0.98617,1023.1764,0.72751,-4.85e-19,0.93087,0.23279,0.51484,-2577.0307,-1.043,0.89372,1782870.302,1.2721,-1.0168,0.94483,2.0072,0.61079,0.21763,1.2571,0.22231,-1.2428,-0.19143,0.23047,0.014025,-193993.3106,-813891.7001,0.015795,0.01504,0.030186,0.013653,0.025869,-38843.4221,-216.2302,230.9613,-103334.8738,235.2665,241.3585,131.0142,251.7557,238.186,-399617.254,-27069.3558,0.029794,0.030295,0.019869,-1756963.346,-60160.9795,-3772286.585,0.015894,1.0
-0.61741,-2491.8388,5.110000000000001e-21,1317.3006,-2177.7598,-55862.9467,-1653.2598,0.24725,-0.76174,-215723.3697,-3809.7678,1.0258,-3191.3592,-140967.4808,-88082.2807,-1.0108,-4.89e-22,-239915.8706,2.9688,0.082892,269.3084,3.14e-20,0.33685,1.0161,1268.9274,0.5894,6.31e-19,0.78871,0.29283,0.71756,-2996.3484,-1.1115,0.80291,1732494.937,1.2193,-2.0082,0.27346,2.1867,1.4095,0.22003,1.0681,0.18892,-1.1462,-0.93807,0.222,0.011964,-195132.9348,-818834.2889,0.014201,0.014801,0.030517,0.01359,0.029536,-39041.9801,-127.9976,231.3644,-103916.1376,235.6918,241.7616,131.0956,252.1589,238.6192,-402039.6645,-27199.4287,0.026886,0.028678,0.018993,-1767552.067,-60484.5125,-3794870.009,0.013054,1.0
-0.85289,-2822.5121,1.25e-19,906.3878,-2237.4435,-53147.666,-2400.7861,0.25667,-0.30103,-166046.0722,-9842.9273,0.62889,-3827.0036,-156045.3244,-94682.2282,-0.54898,-2.37e-20,-206323.2091,5.9725,0.072958,550.4265,-5.29e-20,0.22416,0.53439,1223.3636,0.84229,-8.49e-20,0.73372,0.23207,0.30721,-3343.9712,-0.63393,2.4564,926886.8032,1.2503,-1.6899,0.97747,-0.79206,-0.22902,0.24065,1.2316,0.15147,-0.96903,-1.6486,0.31557,0.015619,-217568.9524,-910738.631,0.015861,0.01577,0.030303,0.011934,0.023695,-43837.4512,-119.7738,238.6108,-116079.5672,243.4413,249.008,132.5281,259.4057,246.8633,-447704.8694,-30640.7717,0.033573,0.031199,0.012852,-1964376.777,-67719.6907,-4214546.22,0.013333,1.0
-0.87653,-2695.6019,2.38e-19,729.2565,-2216.2416,-58951.5021,-3992.4757,0.21713,-0.3481,-184138.134,-7208.1371,0.60241,-3285.4991,-164889.9928,-97989.2292,-0.55787,3.06e-22,-219245.0072,7.7981,0.080391,338.2709,-1.97e-20,0.19133,0.57819,920.9153,0.84762,-6.7e-19,0.70599,0.19559,0.32943,-2918.3182,-0.70748,1.9696,1652716.649,1.2018,-2.1382,1.4436,-0.45484,-0.054811,0.37252,1.6658,0.16037,-0.60916,-1.5043,0.41076,0.017871,-209574.4455,-880413.0102,0.01457,0.017825,0.02969,0.01657,0.033632,-41443.7231,-28.6846,236.1721,-111394.3874,239.9517,246.5626,131.9426,257.4226,243.3982,-430515.8878,-28957.6666,0.034883,0.03932,0.020774,-1899132.616,-64577.284,-4070305.38,0.014139,1.0
-0.98587,-2852.6281,-1.46e-21,860.1461,-2377.6668,-63212.9022,-4025.6347,0.31219,-0.34293,-185440.5682,-9593.5918,0.76566,-4025.7607,-160304.9157,-104464.505,-0.54706,-5.930000000000001e-21,-231973.3598,4.407,0.13606,449.1952,7.31e-21,0.21696,0.65236,721.5052,1.0771,-1.82e-20,0.90161,0.16186,0.32658,-3457.9505,-0.81718,2.0842,1560026.626,1.2201,-1.8063,1.0687,-0.84469,-0.37913,0.38972,1.2542,0.14165,-0.79369,-2.5212,0.23763,0.015345,-222041.0772,-929071.9925,0.012748,0.014977,0.033066,0.015203,0.030455,-44807.3648,-111.8804,240.0083,-118521.0047,244.9399,250.4056,132.7965,260.8039,248.4505,-456842.9452,-31338.1442,0.030146,0.034796,0.016292,-2003624.723,-69175.0273,-4298197.081,0.012667,1.0
-0.64428,-3589.2522,-1.46e-21,388.007,-3059.6473,-75675.5627,-3507.916,0.2074,-0.19364,-229371.4211,-2341.7762,0.35511,-3919.3234,-180752.3073,-114419.5181,-0.2947,1.2500000000000001e-21,-256123.8984,7.5837,0.15208,161.7912,4.14e-21,0.11864,0.28715,301.3012,0.64428,-1.52e-20,0.54334,0.089292,0.18995,-3975.3701,-0.35511,-1.7773,1066338.095,1.1285,-1.0501,-0.26092,-0.27606,-0.9642,0.23871,1.445,0.22472,-0.49379,0.44102,0.25199,0.012156,-233159.5292,-975100.6742,0.014391,0.013278,0.02579,0.014596,0.027741,-47066.0147,-120.0981,243.4553,-124465.4059,248.5811,253.8525,133.4486,264.2498,252.3251,-479447.5238,-32946.4422,0.021846,0.023462,0.013783,-2102144.669,-72655.0147,-4508175.007,0.0088919,0.0
-0.91654,-3590.6391,-5.22e-20,503.3029,-3109.5031,-67410.5941,-5289.5429,0.26942,-0.24431,-237033.0165,-2824.6428,0.41558,-4295.6768,-169952.469,-102651.5335,-0.30729,-1.53e-22,-277071.0109,68.1856,0.22217,229.4041,-4.4900000000000005e-21,0.14114,0.30357,387.2381,0.91654,-2.2e-20,0.70322,0.10472,0.22256,-3966.8428,-0.41558,-1.4547,1587016.51,1.1576,-0.56811,-1.2093,0.19045,-0.36811,0.2871,1.567,0.2045,-0.8986,-0.012003,0.208,0.014888,-232480.5396,-972410.3369,0.013429,0.015491,0.02747,0.014519,0.030306,-46875.8717,-122.0418,243.2556,-124060.2075,248.3666,253.6529,133.4114,264.0501,252.0911,-478102.1104,-32798.5289,0.030072,0.030994,0.013687,-2096387.081,-72390.4008,-4495906.8,0.01448,0.0
-0.75036,-3551.6283,-8.26e-20,294.4493,-2885.8923,-84965.2291,-4111.341,0.18588,-0.21067,-255621.7348,-2651.2462,0.35439,-4483.0682,-186432.2425,-122409.8911,-0.2504,-6.12e-23,-294549.2729,51.6426,0.15094,262.6602,-1.41e-21,0.096608,0.24261,137.5234,0.75036,-9.1e-20,0.56105,0.054592,0.17344,-4170.2422,-0.35439,-2.0754,1540684.566,1.1787,-0.89505,-0.64366,0.12843,-0.54786,0.23362,1.561,0.19286,-0.86242,-0.24275,0.23008,0.014707,-231829.4206,-969114.4165,0.016186,0.01901,0.03537,0.015682,0.034908,-46889.4315,-127.3662,243.0112,-123816.4235,248.1239,253.4085,133.3656,263.8058,251.8663,-476581.5104,-32847.0611,0.026513,0.039542,0.016725,-2089333.291,-72327.2485,-4480873.642,0.017448,0.0
-0.076428,-4867.5298,5.16e-21,2.2898,-4173.6535,-136262.3667,-11278.6074,0.0086392,-0.015448,-302259.2065,-7920.0339,0.023972,-5860.8677,-261660.4611,-190439.6985,-0.021667,-7.65e-24,-373050.4772,80.0068,0.019814,36.1711,2.15e-22,0.0056106,0.023413,3.349,0.076428,-3.79e-22,0.043581,0.0062291,0.014429,-5107.2901,-0.023972,-0.69796,747486.646,1.2171,-0.00094187,0.17223,0.050835,-1.3678,0.3335,2.9202,0.19316,-1.5254,-0.4823,0.29184,0.019675,-184890.7547,-776679.8763,0.019984,0.029842,0.047778,0.021876,0.045963,-36862.9754,-108.1728,227.891,-98375.3979,231.9699,238.2882,130.3842,248.6859,234.6813,-381067.3078,-25645.3294,0.042796,0.060627,0.027368,-1677228.409,-57191.8065,-3602188.858,0.01818,1.0
-0.056237,-4940.9544,2.6900000000000002e-21,0.98521,-4255.1858,-155179.4643,-12091.5242,0.0076648,-0.0084723,-342090.2731,-8531.7035,0.015499,-5800.1924,-287077.2453,-210180.4673,-0.0129,0.0,-407063.4245,81.0059,0.028956,19.7567,1.0600000000000001e-21,0.0035388,0.012978,1.0267,0.056237,-3.790000000000001e-21,0.030328,0.0032617,0.0084425,-5073.1728,-0.015499,-0.4053,1115430.061,1.2101,0.27262,0.19759,0.21045,-1.4006,0.31546,3.3099,0.19762,-1.7582,-0.55041,0.31139,0.01888,-186948.449,-786000.4001,0.023386,0.029139,0.046173,0.023779,0.050014,-37119.5166,-86.2196,228.6685,-99347.2051,232.7665,239.0658,130.5446,249.4635,235.4826,-385498.649,-25787.0762,0.041852,0.06002,0.031048,-1697200.935,-57670.2953,-3644798.714,0.018331,1.0
-0.052469,-4715.042,6.39e-22,1.0494,-4074.5835,-156535.9628,-11430.3858,0.0074862,-0.0070683,-336078.9077,-7423.8905,0.014425,-5680.4284,-284419.0425,-215250.2491,-0.013446,-1.53e-23,-394805.8414,97.1947,0.033438,14.8576,3.19e-22,0.0036331,0.012137,1.0171,0.052469,2.96e-20,0.024777,0.0032408,0.0085117,-4919.3506,-0.014425,-0.39154,1474142.212,1.2015,0.64756,0.49698,0.42486,-1.4385,0.34615,3.0958,0.23857,-1.7303,-0.20719,0.33151,0.019472,-185395.8697,-779690.3071,0.024424,0.033347,0.048919,0.029198,0.059499,-36733.0118,-81.5986,228.1412,-98494.7333,232.1883,238.5387,130.4355,248.9377,234.877,-382288.4611,-25502.1583,0.04173,0.071315,0.025251,-1683677.604,-57135.0738,-3615928.817,0.02785,1.0
-0.90092,-2900.9677,1.24e-20,829.8901,-2364.0502,-51227.2636,-3989.2626,0.32668,-0.52768,-254124.1931,-7490.0794,0.74376,-3299.3485,-143121.4151,-82513.2711,-0.69018,-4.02e-21,-289594.8402,3.6894,0.17046,426.2832,-5.29e-20,0.22983,0.72826,1084.1359,0.91244,-1.27e-19,0.89585,0.2258,0.53932,-3248.6816,-0.74558,2.2098,2198559.852,1.2964,-1.5733,-0.037773,0.8968,1.1675,0.25226,2.5756,0.21923,-2.224,-0.75228,0.44123,0.017219,-245195.761,-1026471.625,0.016129,0.021311,0.034269,0.016419,0.041784,-49073.9468,-67.3193,247.1942,-130606.6752,252.484,257.5919,134.1402,267.9909,256.4013,-504376.0238,-34268.7917,0.034132,0.04451,0.022648,-2212061.497,-76003.4086,-4742343.443,0.016666,1.0
-0.90946,-2738.403,-2.94e-20,791.963,-2294.9196,-48990.0529,-4294.2497,0.32804,-0.54335,-254660.4109,-7764.6075,0.73004,-3137.6885,-142237.5117,-79936.2223,-0.70399,1.9600000000000003e-21,-300548.9093,3.5196,0.19166,303.0501,2.57e-20,0.22044,0.78405,1094.6461,0.88991,8.79e-20,0.88244,0.22806,0.50307,-3069.7434,-0.7836,1.4802,1864392.371,1.2759,-1.4586,-0.10917,1.3409,1.1215,0.30507,1.825,0.17932,-1.9145,-0.87935,0.32698,0.018864,-246618.967,-1034757.547,0.017704,0.018379,0.036329,0.020675,0.037849,-48544.0617,-61.3129,247.8315,-130707.3859,253.0776,258.2306,134.2481,268.6291,256.9381,-507954.0418,-33703.1788,0.036551,0.039075,0.01982,-2229773.123,-75650.3102,-4780073.942,0.019762,1.0
-0.68096,-2571.0542,1.17e-20,922.2581,-2114.5639,-48883.5091,-5439.753,0.28835,-0.61122,-252612.6532,-6271.4245,0.92035,-3298.0146,-146762.1823,-81597.3277,-0.86789,-3.1200000000000004e-21,-296408.2011,10.8947,0.15411,285.7316,2.98e-20,0.2557,0.90593,1325.197,0.71176,-1.82e-19,0.76746,0.27556,0.59324,-2982.7331,-0.88174,1.3793,2270097.718,1.2303,-0.44386,0.28906,2.02,1.0005,0.25594,2.9311,0.21463,-1.1078,-0.83322,0.26927,0.015589,-218065.364,-909727.557,0.01768,0.018959,0.038916,0.016304,0.031645,-44783.3576,-18.7329,239.443,-116957.4328,241.9695,249.824,132.3423,260.8999,246.292,-446279.3296,-31726.6035,0.031478,0.037826,0.019825,-1961741.695,-68749.8101,-4201086.058,0.018887,1.0
-0.5741,-3630.4224,4.53e-20,1425.0798,-3121.5573,-54006.1096,-11359.7078,0.37685,-0.49189,-159643.8703,-10021.1676,0.99474,-4277.1401,-100040.8554,-66053.7997,-0.57711,-3.3e-21,-235476.038,92.8058,0.272,391.3755,4.4e-21,0.34191,0.6062,861.9814,0.55203,-5.46e-20,1.0467,0.18681,0.49439,-3800.6355,-0.91317,-0.099732,1357371.539,1.3665,-4.9563,-0.90121,-0.40403,0.34529,0.32878,-0.98526,0.15071,-1.5772,-0.26338,0.32512,0.020471,-231042.8931,-965908.438,0.021465,0.02239,0.044486,0.024518,0.04931,-46768.0332,-162.6682,242.7741,-123433.7933,247.8779,253.1713,133.321,263.5685,251.5952,-475037.9085,-32766.3475,0.037048,0.043458,0.026991,-2082472.026,-72117.8695,-4466254.435,0.023676,1.0
-0.5787,-3504.9009,-1.94e-19,1677.1929,-3107.794,-52104.0121,-12125.6944,0.40771,-0.59067,-154752.2573,-9559.0356,0.95758,-4090.8784,-93160.8946,-61018.7748,-0.6357,8.56e-21,-218783.7836,4.0821,0.24517,428.426,-9.510000000000002e-21,0.40279,0.61611,1071.5311,0.57085,-3.83e-20,1.0207,0.21579,0.55032,-3722.8548,-0.94652,-0.22312,955046.4535,1.3633,-4.742,-0.71593,-0.11338,-0.08269,0.37407,-0.75193,0.15186,-1.6758,-0.085573,0.39823,0.023146,-233500.7926,-975584.8065,0.027164,0.026554,0.062673,0.028824,0.061429,-47351.5549,-109.9382,243.4899,-124792.6156,248.6594,253.8872,133.4553,264.2845,252.4417,-479945.8429,-33197.1902,0.051558,0.064776,0.028128,-2103180.524,-72958.6948,-4510382.369,0.02605,1.0
-0.62498,-3552.3314,1.19e-19,1276.329,-3018.5459,-52538.655,-8899.6659,0.37259,-0.49457,-161024.8764,-9836.8146,0.90615,-4114.4411,-99257.1666,-66995.8647,-0.66342,6.350000000000001e-21,-215455.6025,44.4396,0.26376,244.0813,8.59e-21,0.31248,0.62086,944.2617,0.74269,1.21e-20,1.0367,0.20177,0.48103,-3757.4271,-0.92337,0.7287,1714462.33,1.3476,-4.9157,-0.94131,0.1205,0.84135,0.26472,-2.1551,0.12591,-1.3842,-0.34678,0.26575,0.014453,-227290.1769,-951054.9282,0.018003,0.02206,0.04007,0.021889,0.043944,-45791.8622,-121.4315,241.6653,-121270.0245,246.669,252.0626,133.112,262.4599,250.2925,-467504.4628,-32026.1521,0.032733,0.045938,0.027367,-2050681.032,-70742.0147,-4398503.292,0.016832,1.0
-0.047294,-3675.4048,-1.43e-20,83.068,-3409.3172,-100090.2192,-7737.0635,0.032876,-0.081219,-280494.2009,-9753.0461,0.13027,-3375.467,-200024.876,-137617.5939,-0.10277,-3.25e-23,-311525.0629,7.0835,0.096333,11.6085,-2.2e-22,0.04371,0.11325,64.0515,0.060942,-5.61e-20,0.10967,0.03372,0.077998,-3300.877,-0.13137,2.7,1675916.155,1.2891,-3.5309,-0.028535,2.0096,0.89633,0.28053,-0.28259,0.16696,-0.62822,0.48268,0.28904,0.01851,-204002.4492,-853759.2617,0.023245,0.025185,0.046488,0.023826,0.051975,-41207.5026,-78.9491,234.1711,-108872.0428,238.7474,244.5684,131.6576,254.9662,241.9398,-419715.4155,-28814.9239,0.039453,0.053427,0.035015,-1842362.52,-63591.7579,-3954406.814,0.02578,1.0
-0.12134,-3643.6602,0.0,69.2082,-3379.3665,-102458.3573,-9205.8883,0.039397,-0.13278,-280530.4713,-9562.1277,0.17968,-3684.7573,-200864.2521,-140326.2426,-0.15235,-1.9e-21,-307002.5145,26.7293,0.098461,23.4948,1.6700000000000002e-21,0.040893,0.15316,58.498,0.112,6.0700000000000005e-21,0.17074,0.033478,0.11192,-3312.1363,-0.18008,2.8563,1585178.976,1.2996,-4.0145,0.17786,1.2725,0.49398,0.38222,0.28409,0.15116,-1.3619,0.47151,0.46006,0.025985,-215339.4587,-901170.0841,0.025489,0.027739,0.057324,0.029549,0.065228,-43006.9306,-144.7938,237.9603,-114657.7496,242.7557,248.3576,132.3859,258.7549,246.1659,-442863.1688,-29989.313,0.05624,0.067876,0.035557,-1943890.37,-66605.2361,-4170879.127,0.021444,1.0
-0.11796,-3722.5451,4.09e-21,151.2201,-3358.3475,-88303.7021,-7518.2732,0.055307,-0.14653,-275266.9764,-10074.7273,0.29146,-3687.1798,-183693.7471,-124256.4814,-0.22767,3.4900000000000005e-21,-310750.3119,8.9582,0.1394,15.9252,-2.82e-21,0.065745,0.22314,135.6668,0.1282,3.94e-20,0.2543,0.055105,0.15678,-3300.9391,-0.27469,1.5701,1577201.586,1.2995,-3.9656,0.23371,1.8611,0.82009,0.32445,0.51097,0.14466,-0.87028,-0.032642,0.33975,0.018823,-207197.8608,-868569.9417,0.020712,0.024038,0.042351,0.022701,0.045723,-41587.0586,-95.4718,235.3349,-110441.3178,239.8844,245.7324,131.8883,256.1336,243.1063,-426449.4745,-29040.8356,0.045785,0.057457,0.033879,-1874080.071,-64348.5978,-4021993.626,0.016187,1.0
-0.66566,-3539.3296,-2.16e-20,584.8508,-3054.5082,-75973.6401,-4693.0468,0.23152,-0.17306,-211275.623,-9151.3039,0.36759,-3626.6955,-168359.3499,-109834.9059,-0.28135,2.08e-21,-240484.6245,17.4663,0.25494,147.9848,-7.580000000000001e-21,0.15423,0.26405,298.7329,0.6156,-2.43e-20,0.59338,0.087389,0.15902,-3373.81,-0.36506,1.0353,1570546.777,1.2205,-2.3516,0.67992,1.4234,-0.066652,0.43535,-0.078299,0.17389,-2.4871,-0.18654,0.31842,0.016909,-209104.6879,-876336.836,0.024861,0.022113,0.066425,0.019498,0.04346,-41978.8509,-119.3257,235.9469,-111460.6984,240.5703,246.3442,132.0094,256.7414,243.8106,-430473.3796,-29302.4664,0.037752,0.049459,0.032768,-1890716.015,-64945.6147,-4057515.958,0.020804,1.0
