std_MFCC_10th_coef,mean_8th_delta_delta,mean_MFCC_5th_coef,mean_MFCC_7th_coef,VFER_NSR_SEO,GNE_SNR_SEO,mean_MFCC_10th_coef,mean_MFCC_6th_coef,mean_MFCC_8th_coef,IMF_NSR_entropy,VFER_NSR_TKEO,mean_MFCC_4th_coef,mean_MFCC_1st_coef,mean_MFCC_3rd_coef,mean_MFCC_9th_coef,mean_MFCC_2nd_coef,mean_12th_delta_delta,mean_MFCC_12th_coef,std_MFCC_9th_coef,mean_MFCC_11th_coef,mean_11th_delta,std_12th_delta_delta,std_9th_delta,std_8th_delta,app_LT_entropy_log_8_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,det_LT_entropy_log_10_coef,std_10th_delta_delta,app_LT_entropy_shannon_3_coef,app_LT_entropy_shannon_8_coef,det_entropy_log_9_coef,app_entropy_log_10_coef,std_8th_delta_delta,std_9th_delta_delta,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,det_entropy_log_8_coef,app_entropy_log_7_coef,app_LT_entropy_shannon_9_coef,det_LT_entropy_log_9_coef,app_entropy_log_6_coef,std_11th_delta_delta,app_LT_entropy_shannon_10_coef,std_10th_delta,app_entropy_log_9_coef,app_LT_entropy_shannon_4_coef,std_6th_delta_delta,det_entropy_log_10_coef,class
0.2871,7.69e-05,-0.012003,-0.36811,1.1576,1587016.51,-1.5025,-0.8986,0.19045,0.2045,1.2318,-0.56811,6.3131,-1.4547,-1.2093,1.567,0.00029635,-0.10137,0.208,-0.4435,0.0035228,0.014888,0.030306,0.030994,133.4114,-32798.5289,0.030072,-122.0418,0.013429,-46875.8717,-972410.3369,22.514,264.0501,0.015491,0.014519,243.2556,-124060.2075,-232480.5396,-478102.1104,17.935,248.3666,-2096387.081,-137.2447,252.0911,0.01448,-4495906.8,0.02747,253.6529,-72390.4008,0.013687,37.8659,0.0
0.23362,0.00052484,-0.24275,-0.54786,1.1787,1540684.566,-1.664,-0.86242,0.12843,0.19286,1.2421,-0.89505,7.0368,-2.0754,-0.64366,1.561,-0.00013222,0.078684,0.23008,-0.43761,0.0038798,0.014707,0.034908,0.039542,133.3656,-32847.0611,0.026513,-127.3662,0.016186,-46889.4315,-969114.4165,20.3616,263.8058,0.01901,0.015682,243.0112,-123816.4235,-231829.4206,-476581.5104,33.2873,248.1239,-2089333.291,-139.5011,251.8663,0.017448,-4480873.642,0.03537,253.4085,-72327.2485,0.016725,32.4964,0.0
0.3335,8.43e-06,-0.4823,-1.3678,1.2171,747486.646,-0.67717,-1.5254,0.050835,0.19316,1.3095,-0.00094187,9.4137,-0.69796,0.17223,2.9202,-3.53e-05,-0.17362,0.29184,-0.91424,-0.0039172,0.019675,0.045963,0.060627,130.3842,-25645.3294,0.042796,-108.1728,0.019984,-36862.9754,-776679.8763,-0.82573,248.6859,0.029842,0.021876,227.891,-98375.3979,-184890.7547,-381067.3078,-10.0053,231.9699,-1677228.409,-145.1816,234.6813,0.01818,-3602188.858,0.047778,238.2882,-57191.8065,0.027368,36.1927,1.0
0.31546,0.00010719,-0.55041,-1.4006,1.2101,1115430.061,-0.7844,-1.7582,0.21045,0.19762,1.272,0.27262,9.3173,-0.4053,0.19759,3.3099,-0.00050108,0.22445,0.31139,-0.79597,0.00085439,0.01888,0.050014,0.06002,130.5446,-25787.0762,0.041852,-86.2196,0.023386,-37119.5166,-786000.4001,33.5487,249.4635,0.029139,0.023779,228.6685,-99347.2051,-186948.449,-385498.649,27.7573,232.7665,-1697200.935,-111.1442,235.4826,0.018331,-3644798.714,0.046173,239.0658,-57670.2953,0.031048,58.6865,1.0
0.34615,0.00061144,-0.20719,-1.4385,1.2015,1474142.212,-0.62814,-1.7303,0.42486,0.23857,1.2378,0.64756,9.4767,-0.39154,0.49698,3.0958,-0.00033992,0.39442,0.33151,-0.69184,0.0030287,0.019472,0.059499,0.071315,130.4355,-25502.1583,0.04173,-81.5986,0.024424,-36733.0118,-779690.3071,44.8642,248.9377,0.033347,0.029198,228.1412,-98494.7333,-185395.8697,-382288.4611,41.3828,232.1883,-1683677.604,-99.744,234.877,0.02785,-3615928.817,0.048919,238.5387,-57135.0738,0.025251,63.9801,1.0
0.25226,0.00037153,-0.75228,1.1675,1.2964,2198559.852,0.47052,-2.224,0.8968,0.21923,1.2258,-1.5733,4.4359,2.2098,-0.037773,2.5756,0.00044987,0.14519,0.44123,-0.49166,0.0017217,0.017219,0.041784,0.04451,134.1402,-34268.7917,0.034132,-67.3193,0.016129,-49073.9468,-1026471.625,70.1781,267.9909,0.021311,0.016419,247.1942,-130606.6752,-245195.761,-504376.0238,66.881,252.484,-2212061.497,-93.2856,256.4013,0.016666,-4742343.443,0.034269,257.5919,-76003.4086,0.022648,95.932,1.0
0.30507,-7.37e-05,-0.87935,1.1215,1.2759,1864392.371,0.18142,-1.9145,1.3409,0.17932,1.2013,-1.4586,4.5017,1.4802,-0.10917,1.825,-0.00015447,0.088271,0.32698,-0.29465,0.0045814,0.018864,0.037849,0.039075,134.2481,-33703.1788,0.036551,-61.3129,0.017704,-48544.0617,-1034757.547,86.297,268.6291,0.018379,0.020675,247.8315,-130707.3859,-246618.967,-507954.0418,93.0705,253.0776,-2229773.123,-72.1751,256.9381,0.019762,-4780073.942,0.036329,258.2306,-75650.3102,0.01982,97.0207,1.0
0.25594,-0.00035429,-0.83322,1.0005,1.2303,2270097.718,-0.33208,-1.1078,2.02,0.21463,1.1643,-0.44386,4.1156,1.3793,0.28906,2.9311,2.69e-05,-0.2544,0.26927,0.21162,0.0025699,0.015589,0.031645,0.037826,132.3423,-31726.6035,0.031478,-18.7329,0.01768,-44783.3576,-909727.557,103.4663,260.8999,0.018959,0.016304,239.443,-116957.4328,-218065.364,-446279.3296,96.2218,241.9695,-1961741.695,-42.0082,246.292,0.018887,-4201086.058,0.038916,249.824,-68749.8101,0.019825,121.1555,1.0
0.32878,-0.00020213,-0.26338,0.34529,1.3665,1357371.539,-0.89165,-1.5772,-0.40403,0.15071,1.3167,-4.9563,4.4566,-0.099732,-0.90121,-0.98526,0.00024796,-0.23969,0.32512,0.063468,0.0035672,0.020471,0.04931,0.043458,133.321,-32766.3475,0.037048,-162.6682,0.021465,-46768.0332,-965908.438,-16.8981,263.5685,0.02239,0.024518,242.7741,-123433.7933,-231042.8931,-475037.9085,23.8473,247.8779,-2082472.026,-176.0259,251.5952,0.023676,-4466254.435,0.044486,253.1713,-72117.8695,0.026991,-3.8857,1.0
0.37407,3.27e-05,-0.085573,-0.08269,1.3633,955046.4535,-0.89295,-1.6758,-0.11338,0.15186,1.3169,-4.742,4.6414,-0.22312,-0.71593,-0.75193,-0.00056102,-0.24507,0.39823,0.27694,0.0051231,0.023146,0.061429,0.064776,133.4553,-33197.1902,0.051558,-109.9382,0.027164,-47351.5549,-975584.8065,26.1806,264.2845,0.026554,0.028824,243.4899,-124792.6156,-233500.7926,-479945.8429,25.0172,248.6594,-2103180.524,-134.8887,252.4417,0.02605,-4510382.369,0.062673,253.8872,-72958.6948,0.028128,50.6871,1.0
0.26472,0.00030762,-0.34678,0.84135,1.3476,1714462.33,-0.60777,-1.3842,0.1205,0.12591,1.2052,-4.9157,4.8291,0.7287,-0.94131,-2.1551,-0.00036696,0.0052944,0.26575,-0.039176,0.0014674,0.014453,0.043944,0.045938,133.112,-32026.1521,0.032733,-121.4315,0.018003,-45791.8622,-951054.9282,4.5788,262.4599,0.02206,0.021889,241.6653,-121270.0245,-227290.1769,-467504.4628,6.8002,246.669,-2050681.032,-156.0,250.2925,0.016832,-4398503.292,0.04007,252.0626,-70742.0147,0.027367,36.8168,1.0
0.28053,0.00030568,0.48268,0.89633,1.2891,1675916.155,-1.287,-0.62822,2.0096,0.16696,1.2043,-3.5309,5.8261,2.7,-0.028535,-0.28259,0.00013254,0.051865,0.28904,-0.89721,0.0028753,0.01851,0.051975,0.053427,131.6576,-28814.9239,0.039453,-78.9491,0.023245,-41207.5026,-853759.2617,44.2235,254.9662,0.025185,0.023826,234.1711,-108872.0428,-204002.4492,-419715.4155,60.7796,238.7474,-1842362.52,-108.047,241.9398,0.02578,-3954406.814,0.046488,244.5684,-63591.7579,0.035015,72.9499,1.0
0.38222,-0.00052835,0.47151,0.49398,1.2996,1585178.976,-1.519,-1.3619,1.2725,0.15116,1.2239,-4.0145,5.9141,2.8563,0.17786,0.28409,-0.00015596,0.41367,0.46006,-0.58021,0.0022397,0.025985,0.065228,0.067876,132.3859,-29989.313,0.05624,-144.7938,0.025489,-43006.9306,-901170.0841,17.3794,258.7549,0.027739,0.029549,237.9603,-114657.7496,-215339.4587,-442863.1688,44.7032,242.7557,-1943890.37,-145.0242,246.1659,0.021444,-4170879.127,0.057324,248.3576,-66605.2361,0.035557,29.5724,1.0
0.32445,-0.00017043,-0.032642,0.82009,1.2995,1577201.586,-1.4962,-0.87028,1.8611,0.14466,1.2471,-3.9656,5.8741,1.5701,0.23371,0.51097,-0.00033098,0.0062407,0.33975,-0.66859,-0.0065365,0.018823,0.045723,0.057457,131.8883,-29040.8356,0.045785,-95.4718,0.020712,-41587.0586,-868569.9417,27.5625,256.1336,0.024038,0.022701,235.3349,-110441.3178,-207197.8608,-426449.4745,11.3752,239.8844,-1874080.071,-123.9052,243.1063,0.016187,-4021993.626,0.042351,245.7324,-64348.5978,0.033879,55.4977,1.0
0.43535,0.0002985,-0.18654,-0.066652,1.2205,1570546.777,-1.2659,-2.4871,1.4234,0.17389,1.1868,-2.3516,6.835,1.0353,0.67992,-0.078299,-0.00012899,0.057209,0.31842,1.0104,0.00021104,0.016909,0.04346,0.049459,132.0094,-29302.4664,0.037752,-119.3257,0.024861,-41978.8509,-876336.836,6.6716,256.7414,0.022113,0.019498,235.9469,-111460.6984,-209104.6879,-430473.3796,1.3869,240.5703,-1890716.015,-146.0461,243.8106,0.020804,-4057515.958,0.066425,246.3442,-64945.6147,0.032768,33.3507,1.0
0.42078,0.00031956,0.21137,0.35843,1.3385,1176664.785,-1.665,-2.4089,0.96509,0.15597,1.2138,-2.903,5.4851,0.81197,1.0177,0.00043904,0.00025103,-0.72364,0.41844,1.0224,-0.0011741,0.027524,0.076448,0.062467,132.148,-29648.1861,0.054556,-133.7543,0.032778,-42459.9282,-885397.1246,-3.5501,257.4483,0.031892,0.035311,236.6539,-112670.7532,-211329.2933,-434995.8402,11.8995,241.3299,-1910117.626,-156.9066,244.6195,0.030579,-4098881.879,0.069248,247.0511,-65668.3878,0.035971,19.6669,1.0
0.33224,-0.00025395,-0.25121,-0.32791,1.231,1368153.719,-0.36197,-1.7157,2.0997,0.15459,1.1878,-2.7547,6.5937,1.2158,0.37187,-1.3452,-0.00033019,-0.51169,0.29725,0.19063,-0.0036095,0.01502,0.039433,0.054766,131.94,-29251.0296,0.029768,-118.5672,0.0252,-41881.7295,-871832.0437,1.2892,256.3881,0.022598,0.020106,235.5935,-111015.3519,-208152.4166,-428435.8838,-3.1424,240.226,-1881068.998,-151.242,243.4623,0.01611,-4036945.369,0.060307,245.9907,-64738.2526,0.032625,34.1571,1.0
0.21652,-0.00095753,-2.75,1.1305,1.3904,1519170.428,-0.099283,-0.8771,-1.3061,0.2033,1.3132,-1.9589,6.1678,-0.75064,-0.36571,1.7034,0.00021155,-0.21642,0.28092,-1.1913,0.0014397,0.013865,0.051378,0.053846,132.1932,-29750.9437,0.030937,-145.6205,0.014069,-42606.6402,-888368.5637,-15.5681,257.6791,0.024268,0.019875,236.8847,-113064.1798,-212060.8823,-436477.5974,-23.3108,241.5776,-1916480.359,-168.8244,244.8844,0.015689,-4112447.13,0.030366,247.2819,-65898.2903,0.017848,7.8837,1.0
0.19817,-0.0005982,-2.9423,1.0245,1.4384,1708053.675,-0.41318,-0.43298,-1.6696,0.17858,1.3248,-1.7192,5.8188,-0.79397,0.21207,2.1992,3.17e-05,-0.22473,0.28786,-1.0,0.00060682,0.016975,0.046019,0.042453,132.2244,-29852.0737,0.040303,-175.1553,0.012491,-42744.0198,-890429.1532,-42.6323,257.8395,0.022442,0.020834,237.0451,-113376.156,-212607.801,-437553.8472,0.49402,241.7578,-1920892.641,-194.7904,245.0825,0.016324,-4121853.861,0.027444,247.4423,-66095.327,0.016163,-21.0807,1.0
0.24411,-0.0010296,-2.7297,0.82109,1.3059,1056468.366,-0.73463,-0.9849,-1.646,0.18603,1.3071,-0.84534,6.608,-0.45843,0.27321,1.6752,0.00021698,0.67384,0.3061,-1.4186,-0.0018901,0.016247,0.031775,0.042071,132.1679,-29756.1394,0.033403,-171.219,0.014243,-42595.4388,-886703.1291,-41.5236,257.5496,0.021514,0.016291,236.7552,-112921.5477,-211718.1898,-435733.4311,-48.02,241.4531,-1912914.203,-195.1501,244.7602,0.013777,-4104844.007,0.028158,247.1524,-65842.7311,0.014904,-16.9185,1.0
0.39246,-9.59e-06,-0.13343,-0.80811,1.1903,1913246.785,0.43535,-2.4242,0.50863,0.21804,1.2688,-0.63173,6.5789,2.8696,-0.15158,3.4838,-0.00045941,-0.15761,0.32402,-0.068908,-0.0015358,0.017138,0.047781,0.056058,131.4691,-28066.7436,0.037094,-143.8342,0.023514,-40250.9603,-841868.4935,-7.2987,254.0144,0.025956,0.021381,233.2199,-107004.7607,-200819.243,-413509.1006,17.2215,237.6807,-1816894.969,-157.4645,240.7549,0.022203,-3900105.635,0.049733,243.6171,-62316.3868,0.037743,6.0069,1.0
0.22962,0.00028366,-0.79978,-0.24752,1.2439,1845205.738,0.38836,-1.641,0.57314,0.24265,1.3542,-0.93618,7.3425,2.562,0.67587,3.8835,0.00018865,0.049359,0.2319,-0.52871,0.0036492,0.020573,0.035528,0.042159,131.4746,-28046.6868,0.045169,-122.4928,0.013144,-40225.19,-842217.015,-11.7518,254.0417,0.019402,0.017189,233.2471,-106989.436,-200831.7401,-413571.6171,-6.3273,237.6913,-1817641.342,-161.3844,240.7596,0.021166,-3901695.694,0.028925,243.6444,-62291.5444,0.037442,27.364,1.0
0.31691,-6.82e-05,-0.87328,-1.2419,1.2579,1454283.087,0.14052,-2.3853,0.449,0.19747,1.3004,-1.9598,6.8956,2.2512,0.90192,3.0587,-0.00034918,0.050129,0.35701,-0.48961,-0.0015214,0.022081,0.062029,0.056062,131.5967,-28428.6124,0.048177,-134.6322,0.021774,-40734.3361,-849883.6726,-22.0503,254.6545,0.026489,0.029557,233.86,-108106.6839,-202788.1703,-417515.3024,7.7088,238.3697,-1834062.717,-172.7644,241.4882,0.02334,-3936715.469,0.049561,244.2572,-63005.141,0.035767,16.0456,1.0
0.19805,-0.00011827,-1.2236,-0.46087,1.4073,2129020.833,-1.194,-1.0496,0.75361,0.19703,1.262,-2.4629,7.342,-1.694,-1.6357,-0.45532,-0.00040724,0.034632,0.22414,0.80725,-0.001461,0.014047,0.035663,0.038798,133.8734,-34193.7712,0.031257,-157.6801,0.017039,-48780.3172,-1006297.043,-6.5193,266.534,0.01851,0.018131,245.7395,-128683.9294,-240865.5189,-495032.4539,11.3652,251.0353,-2168901.132,-169.1121,254.9496,0.013759,-4650416.24,0.036031,256.1367,-75199.2185,0.018085,4.9821,1.0
0.25251,-0.00018206,-1.0497,-0.22022,1.419,1093636.756,-1.7066,-2.0437,0.32776,0.113,1.1781,-1.807,6.9651,-2.1238,-2.2336,-1.5647,0.00033012,0.84558,0.29466,0.43501,-0.0003492,0.012716,0.047517,0.042706,134.391,-35539.2458,0.02542,-158.7086,0.020745,-50694.1669,-1045651.089,-0.58947,269.3625,0.021164,0.021996,248.5681,-133773.2448,-250389.0314,-514510.3806,5.354,254.0451,-2253096.544,-165.8291,258.1312,0.014406,-4829781.704,0.044599,258.9653,-78158.5784,0.025248,7.2059,1.0
0.37863,0.00014337,-1.0085,0.27789,1.4319,725111.0477,-1.1006,-1.5582,0.117,0.088559,1.3038,-2.4809,6.6547,-3.2476,-1.6182,-1.1452,0.00022456,0.26481,0.28032,-0.010896,0.0049929,0.01597,0.043167,0.03316,134.4486,-35917.5753,0.030226,-109.8648,0.024372,-51159.8675,-1050134.564,23.7803,269.6812,0.014109,0.021721,248.8864,-134584.4367,-251609.3312,-516917.6738,21.3179,254.4125,-2262687.03,-142.4967,258.5338,0.017156,-4850205.844,0.055834,259.2837,-78749.7371,0.037103,56.2778,1.0
0.21359,-0.00021699,-0.13379,0.095647,1.2715,1318880.945,-0.79715,-1.3887,2.8688,0.14818,1.1797,-1.3309,6.7119,1.2545,0.66502,1.109,9.88e-05,0.78286,0.18648,0.31569,0.0017787,0.014226,0.026168,0.027508,130.2171,-25363.0036,0.027127,-159.2747,0.015956,-36455.962,-767076.5626,-14.6282,247.8818,0.015018,0.014045,227.0873,-97197.0337,-182623.9962,-376457.32,-0.4608,231.1385,-1656647.808,-158.7113,233.7953,0.014511,-3558284.058,0.030378,237.4845,-56531.3533,0.017017,-15.3653,1.0
0.2612,-0.00025025,0.23046,-0.14341,1.2269,1441857.036,-1.0738,-0.88537,2.9268,0.15891,1.186,-1.9296,5.3499,2.1169,0.98188,2.261,-0.00036227,1.0151,0.22835,0.10273,0.00063693,0.018446,0.032763,0.033603,130.2164,-25312.7069,0.032614,-134.0852,0.016579,-36402.0382,-767040.9076,1.1323,247.8784,0.016453,0.017206,227.0837,-97142.7689,-182583.5955,-376424.3372,14.7729,231.1314,-1656571.24,-143.0909,233.7782,0.017822,-3558118.749,0.032135,237.481,-56471.9614,0.017225,9.4791,1.0
0.41124,-0.00054926,-0.080786,-0.64791,1.232,1626588.093,-1.1977,-0.18083,2.7405,0.1788,1.1661,-1.5456,5.7319,1.7316,1.1952,1.6273,-0.00015513,1.0971,0.30768,-0.17187,-0.0032369,0.018184,0.045265,0.045732,129.9841,-25074.6786,0.038484,-77.9301,0.022645,-36012.4522,-753979.6301,23.1553,246.7875,0.020307,0.019164,225.9899,-95736.9812,-179670.9518,-370306.0514,18.0891,230.0306,-1628574.319,-129.3495,232.6425,0.016902,-3498344.056,0.054033,236.3874,-55728.2482,0.020967,66.9321,1.0
0.21335,-0.00024716,0.96206,-0.060217,1.1932,1365984.163,0.12015,-0.97002,0.82301,0.18462,1.1369,-1.2975,8.6048,0.19571,-0.79059,-0.38183,-7.7e-05,0.71225,0.29912,0.4279,0.0032301,0.012076,0.050998,0.054612,132.3347,-30007.8405,0.026075,-120.2989,0.014817,-42979.2747,-897760.3923,-24.1445,258.4335,0.021842,0.020215,237.6389,-114252.9743,-214354.9944,-441079.1673,-1.7582,242.3771,-1936589.852,-176.8737,245.7451,0.015862,-4155313.879,0.036649,248.0361,-66518.3081,0.023802,25.057,0.0
0.14052,3.15e-05,0.013505,-0.28874,1.2055,1873549.705,-0.59945,-0.95351,0.50684,0.16412,1.1182,-0.94184,8.0146,-0.5243,-0.41365,-1.4081,0.00017304,0.88504,0.13815,0.3355,0.00063229,0.0073992,0.014561,0.020731,132.6169,-30822.7152,0.014292,-164.2996,0.0065135,-44099.2286,-916750.5835,-9.5038,259.8658,0.009185,0.0072476,239.0713,-116830.2274,-219006.9514,-450615.605,-15.7759,243.9212,-1977248.195,-165.5032,247.3765,0.0090759,-4241989.568,0.014948,249.4685,-68139.5665,0.013864,-7.1163,0.0
0.23832,2.74e-05,0.47293,-0.31949,1.1782,1889767.693,0.017604,-0.71341,0.54446,0.14838,1.1824,-0.79648,8.751,-0.46706,-0.74166,-0.54844,-0.00010322,0.29485,0.2314,0.55744,0.00050245,0.011378,0.027956,0.027313,132.4897,-28415.9304,0.024862,-54.9918,0.011554,-41400.8305,-908389.7975,67.5278,259.4784,0.014426,0.01367,238.6803,-113647.3272,-216303.9266,-445591.6968,72.3441,243.1999,-1959310.333,-74.838,246.435,0.015187,-4203693.371,0.02522,249.0797,-65096.3611,0.017589,84.8869,0.0
0.20121,0.00011055,-0.97825,0.84782,1.3785,1844372.255,-1.6549,-0.45698,1.29,0.19371,1.2608,-1.2881,5.9505,0.64254,1.0173,2.044,0.00012991,0.18952,0.18905,-0.96636,-0.0020305,0.012524,0.028249,0.023302,132.7131,-31052.0597,0.024934,-164.8892,0.0125,-44421.6538,-923318.6542,-13.2208,260.3664,0.011986,0.013874,239.572,-117682.3491,-220594.8597,-453843.2707,-9.0394,244.4507,-1991309.311,-169.4301,247.9402,0.014144,-4271962.557,0.024717,249.9692,-68638.9271,0.011363,-8.533,1.0
0.32851,-0.0001522,-0.72253,0.90474,1.1746,1568030.885,-2.1826,-0.22431,1.1198,0.2151,1.213,-0.86772,4.9397,0.17972,0.92639,3.0053,-4.59e-05,-0.48231,0.32544,-0.79924,-0.00079609,0.014087,0.041493,0.030323,132.777,-31228.2822,0.029979,-148.5888,0.018084,-44660.849,-927708.0853,-31.6175,260.6999,0.015345,0.020261,239.9055,-118266.2517,-221663.6076,-455996.0896,-16.1085,244.8027,-2000705.948,-187.8005,248.3183,0.014229,-4291991.103,0.039731,250.3027,-68992.1149,0.01917,7.9864,1.0
0.2585,4.83e-05,-1.059,0.56257,1.1772,1626033.776,-1.4051,-0.78969,1.6108,0.18011,1.1929,-1.2697,5.3931,0.93631,0.61503,1.5723,-5.12e-05,0.046127,0.25667,-0.41747,-0.0029974,0.012612,0.026582,0.030636,132.5607,-30689.5956,0.031362,-158.148,0.012783,-43906.7908,-912936.9607,-20.0032,259.575,0.015042,0.012113,238.7806,-116325.0282,-218071.1636,-448682.7317,-9.1981,243.6043,-1969083.68,-175.347,247.0445,0.01606,-4224586.76,0.029589,249.1778,-67847.7236,0.015586,-2.4713,1.0
0.24296,0.00027359,-2.5557,0.9787,1.3317,1723421.927,-0.30173,-1.6083,0.98786,0.12578,1.1505,-1.965,4.1875,2.7585,-0.24741,-0.025471,-1.2e-05,-0.081071,0.27546,-0.53765,0.00064463,0.014259,0.027608,0.028144,132.411,-30360.5905,0.029099,-143.0669,0.01437,-43438.8273,-902848.6125,-6.1696,258.7997,0.015524,0.014097,238.0051,-115047.6378,-215641.6416,-443752.2079,1.8069,242.7889,-1947484.513,-161.0732,246.1749,0.014795,-4178542.218,0.027044,248.4024,-67113.2485,0.014003,11.8599,0.0
0.26169,-0.00016405,-2.1683,0.7368,1.3372,1474803.728,-0.45852,-1.7633,1.3736,0.14238,1.1555,-1.4581,4.7952,1.6501,0.076349,-0.17811,2.94e-05,-0.22276,0.2106,-0.39269,-2.09e-05,0.01392,0.027199,0.031771,132.3395,-30182.0182,0.025136,-170.8946,0.015884,-43186.3833,-898072.9598,-28.8982,258.4308,0.01574,0.013627,237.6364,-114418.3365,-214487.5496,-441348.4041,-12.8165,242.3896,-1937259.464,-183.4353,245.7599,0.014285,-4156745.941,0.027874,248.0336,-66734.4382,0.01276,-16.2466,0.0
0.20345,-0.00034404,-2.4193,0.7074,1.3524,1667544.308,-0.61208,-1.5591,1.2963,0.15973,1.2113,-1.9837,4.4079,1.7792,-0.22684,0.81424,-0.00024229,-0.27267,0.22649,-0.70207,-0.0023783,0.013376,0.02933,0.025995,132.5384,-30595.2398,0.029316,-155.0992,0.013897,-43788.6201,-911426.7355,-23.4639,259.4584,0.013755,0.014367,238.664,-116092.4543,-217679.2346,-447925.857,-1.9275,243.4786,-1965850.375,-180.8722,246.9036,0.012114,-4217694.535,0.026198,249.0612,-67685.4621,0.015155,-0.020248,0.0
0.29627,-0.00053345,-1.1125,0.13787,1.3406,1547581.611,-0.31321,-0.28387,0.19055,0.15524,1.3171,-2.5934,5.9021,-2.1524,-1.4451,0.77521,-0.00012795,-0.087983,0.31047,0.022522,0.00096955,0.014651,0.03172,0.043083,134.2493,-34779.585,0.027621,-85.8218,0.015441,-49732.6227,-1034761.739,54.7441,268.5877,0.01951,0.015725,247.7922,-131950.3391,-247488.7251,-508757.8228,41.7411,253.1637,-2229799.605,-108.8972,257.1712,0.015711,-4780142.954,0.036722,258.1896,-76896.7948,0.014944,77.8551,0.0
0.23557,0.0004339,-0.68539,0.52518,1.3204,1468313.416,-0.47456,-0.29456,0.30761,0.174,1.3148,-1.7801,4.9954,-1.2834,-1.4294,1.5103,-0.00024851,-0.30446,0.22827,-0.33302,-0.00082418,0.018152,0.036293,0.036767,133.899,-34334.4541,0.035245,-131.1036,0.018528,-48955.1355,-1008208.449,29.5716,266.6726,0.018577,0.018042,245.8781,-129021.5355,-241410.4854,-496040.4732,38.8421,251.1924,-2172990.76,-133.3605,255.1332,0.014303,-4659128.82,0.039161,256.2753,-75430.845,0.022379,32.1265,0.0
0.20612,0.0001086,-0.89082,-0.047695,1.3509,1022737.948,-0.26612,-1.12,0.0022397,0.17697,1.3517,-2.3367,5.4186,-2.4169,-0.60609,0.4702,0.00020674,-0.236,0.38379,-0.25039,0.00056942,0.013771,0.033984,0.035704,134.4729,-35699.6026,0.026754,-114.6121,0.01192,-50935.0927,-1052023.137,29.0417,269.8153,0.01695,0.015985,249.0207,-134513.7952,-251862.7568,-517553.089,6.3947,254.5097,-2266727.154,-136.6622,258.6177,0.017544,-4858814.963,0.022851,259.418,-78561.7009,0.017485,51.1304,0.0
0.21649,0.00030846,-1.9659,0.60818,1.338,1943369.136,-0.3729,-0.71919,0.88496,0.19504,1.202,-1.7298,5.3505,0.624,-0.16166,0.30772,-9.75e-07,-0.61616,0.18142,-0.48373,0.00034542,0.012599,0.027215,0.026019,133.9423,-34299.5096,0.022935,-171.8287,0.01709,-48957.9892,-1011449.233,-26.4908,266.9074,0.013217,0.013405,246.113,-129288.9196,-242083.1122,-497572.7258,7.0538,251.431,-2179925.001,-189.1693,255.3597,0.012727,-4673902.805,0.034482,256.5102,-75515.7859,0.013906,-10.7284,1.0
0.24804,6.86e-05,-1.9442,0.86462,1.4723,1896308.228,-0.36685,-0.10382,1.0527,0.23594,1.3487,-2.3882,5.1978,0.6143,0.33586,1.899,0.00032084,-0.22196,0.27194,-0.93233,-0.0055249,0.017743,0.041754,0.032128,133.8877,-34280.8315,0.035602,-153.3133,0.017768,-48887.4626,-1007366.29,-4.6317,266.6114,0.015277,0.019802,245.817,-128871.8913,-241142.8738,-495590.719,9.3782,251.122,-2171188.943,-167.4994,255.0427,0.015772,-4655290.638,0.037304,256.2142,-75337.2512,0.017052,9.5109,1.0
0.20234,-5.67e-05,-1.7469,1.1764,1.37,1919641.65,0.023363,-0.49419,0.65302,0.23394,1.2683,-1.8921,6.3059,1.0433,-0.092931,1.8577,0.00012672,-0.58913,0.21883,-0.8645,-0.0006254,0.015492,0.026958,0.028431,133.9441,-34549.112,0.032166,-102.2556,0.012573,-49232.5398,-1011587.728,39.3212,266.9183,0.014528,0.013609,246.1237,-129564.8637,-242299.13,-497832.0018,36.8425,251.4723,-2180220.959,-124.1874,255.4334,0.013083,-4674532.051,0.025005,256.521,-75799.543,0.015992,60.9341,1.0
0.23533,0.00014663,-1.6451,0.27861,1.3195,1373330.577,-1.7576,-1.9733,1.3592,0.1617,1.2446,-1.3792,7.6251,-1.6048,-0.85889,-0.73257,2.65e-05,-0.88745,0.16309,-0.82733,0.0020447,0.011824,0.02312,0.021081,133.3346,-32683.085,0.021431,-161.6531,0.01131,-46692.4647,-966884.4722,-23.2205,263.6401,0.010266,0.010579,242.8456,-123443.3774,-231233.4696,-475480.826,-25.1381,247.9481,-2084560.983,-182.9774,251.6604,0.012652,-4470705.696,0.025908,253.2428,-72066.0995,0.012435,-1.8841,0.0
